Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
102359.998       74368       86336
102411.998      135269      157288
102423.995      201288      234424
102435.994      267250      311442
102447.995      334880      390461
102459.995      398202      464396
102511.994      466065      543729
102523.994      531224      620212
102536.002      594646      694117
102547.994      652633      761874
102559.994      717089      837398
102611.994      781453      912987
102623.994      847139      990179
102635.994      914784     1069897
102647.995      980147     1146592
102659.998     1036072     1212552
102711.996     1098170     1285539
102723.994     1159988     1358370
102735.994     1225184     1435155
102747.995     1290411     1511603
102759.994     1355024     1587581
102811.994     1422081     1666185
102824.002     1472353     1725290
102836.020     1507257     1766278
102848.001     1533998     1797734
102900.002     1567382     1837080
102912.022     1591952     1865817
102923.998     1618146     1896537
102936.010     1639674     1921835
102948.003     1675593     1963998
103000.008     1712676     2007500
103012.004     1744270     2044537
103024.006     1777014     2083157
103036.006     1814329     2126953
103048.002     1844401     2162459
103100.004     1874944     2198331
103112.041     1902114     2230378
103124.002     1936026     2269998
103136.005     1969100     2308840
103148.001     2002746     2348338
103200.001     2034156     2385199
103212.003     2064395     2420677
103224.001     2096843     2459045
103236.003     2131788     2500279
103248.003     2165848     2540319
103300.003     2201373     2581876
103312.002     2235779     2622209
103324.002     2266722     2658409
103336.004     2297021     2694031
103348.005     2332716     2735782
103400.009     2366732     2775570
103412.003     2401377     2816041
103424.003     2433870     2854229
103436.005     2469450     2896182
103448.005     2503427     2936163
103500.004     2533882     2971920
103512.008     2572044     3016700
103524.004     2607191     3057826
103536.007     2641786     3098541
103548.002     2679919     3143206
103600.003     2714607     3183890
103612.004     2753208     3229242
103624.004     2789693     3272201
103636.004     2826404     3315440
103648.000     2865218     3360904
103700.000     2899399     3400959
103712.012     2933231     3440669
103724.006     2972782     3487416
103736.002     3013272     3535131
103748.003     3052119     3580930
103800.004     3088526     3623686
103812.000     3125654     3667379
103824.002     3161656     3709784
103836.003     3202111     3757744
103848.002     3238488     3800658
103900.006     3274491     3842926
103912.003     3314050     3889126
103924.002     3346838     3927536
103936.001     3386567     3973971
103948.002     3422879     4016536
104000.002     3460658     4060981
104012.005     3496628     4103352
104024.004     3536597     4150417
104036.016     3566768     4185679
104048.002     3604099     4229431
104100.002     3645581     4278236
104112.017     3684341     4323702
104124.002     3727331     4374234
104136.002     3764171     4417512
104148.008     3792708     4450901
104200.006     3823658     4487205
104212.007     3858944     4528839
104224.003     3895506     4571979
104236.014     3926785     4608805
104248.004     3930399     4613055
104300.000     3934165     4617491
104312.032     3937216     4621090
104324.035     3939708     4624031
104336.020     3943672     4628694
104348.026     3947051     4632670
104400.006     3949334     4635329
104412.003     3952482     4638996
104424.041     3954900     4641803
104436.001     3958450     4645950
104448.024     3962216     4650401
104500.010     3967589     4656703
104512.014     3971404     4661208
104524.010     3976180     4666785
104536.016     3978247     4669236
104548.004     3980142     4671481
104600.012     3983371     4675284
104612.067     3986601     4679054
104624.038     3989476     4682441
104636.011     3992297     4685766
104648.024     3995630     4689700
104700.018     4000594     4695558
104712.006     4004181     4699811
104724.014     4007552     4703812
104736.019     4010075     4706789
104748.014     4012617     4709739
104800.035     4015655     4713341
104812.026     4018887     4717139
104824.022     4022180     4721026
104836.020     4026490     4726108
104848.027     4029102     4729183
104900.011     4032777     4733499
104912.011     4035932     4737197
104924.047     4038435     4740143
104936.037     4042466     4744942
104948.017     4046788     4750085
105000.005     4051225     4755311
105012.011     4054600     4759288
105024.031     4057496     4762737
105036.012     4059956     4765651
105048.001     4064281     4770759
105100.045     4068569     4775849
105112.028     4072949     4780980
105124.005     4076317     4784931
105136.033     4080404     4789681
105148.027     4084350     4794283
105200.011     4087364     4797837
105212.010     4090974     4802058
105223.998     4096590     4808721
105236.019     4103215     4816560
105248.032     4107514     4821561
105300.005     4110577     4825139
105312.018     4112331     4827198
105324.005     4114976     4830325
105336.007     4119443     4835608
105348.013     4122967     4839810
105400.020     4128097     4845869
105412.010     4131766     4850179
105424.010     4135593     4854690
105436.014     4139845     4859745
105448.010     4143140     4863612
105500.008     4147376     4868601
105512.003     4151801     4873815
105524.003     4156242     4879052
105536.023     4160271     4883822
105548.008     4164378     4888672
105600.006     4169441     4894683
105612.018     4171591     4897228
105624.023     4174915     4901115
105636.040     4179044     4905984
105648.002     4182267     4909756
105700.022     4185972     4914095
105711.999     4189604     4918364
105724.026     4192878     4922192
105736.012     4197930     4928068
105748.033     4202101     4932931
105800.002     4205537     4936939
105812.013     4209240     4941245
105824.006     4233715     4969801
