Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
105836.003     4268272     5010263
105848.003     4304293     5052755
105900.006     4334302     5088122
105912.005     4363032     5121865
105924.003     4396376     5161016
105936.002     4433002     5204227
105948.005     4476114     5255051
110000.003     4511939     5296935
110012.021     4549189     5340849
110024.003     4585166     5383026
110036.010     4611767     5414332
110048.008     4640607     5448418
110100.003     4668375     5481147
110112.005     4699634     5517994
110124.002     4731276     5555252
110135.999     4766543     5596595
110148.002     4799737     5635529
110200.004     4845554     5689678
110212.004     4889309     5741217
110224.008     4931405     5790935
110236.008     4970374     5837071
110248.002     5005731     5878953
110300.003     5037278     5916175
110312.003     5074831     5960290
110324.002     5107066     5998238
110336.006     5138690     6035334
110348.004     5175683     6078714
110400.002     5209788     6118840
110412.014     5242505     6157300
110424.005     5281299     6203100
110436.007     5314232     6241602
110448.006     5348841     6282263
110500.001     5381392     6320862
110512.003     5413659     6358785
110524.003     5446855     6398131
110536.004     5478229     6435176
110548.001     5508792     6471124
110600.004     5530915     6497260
110612.003     5565929     6538647
110624.023     5580374     6555604
110636.006     5584215     6560066
110648.011     5586667     6562921
110700.019     5591162     6568201
110712.024     5596580     6574527
110724.059     5600653     6579369
110736.010     5604943     6584394
110748.003     5609528     6589807
110800.019     5614325     6595513
110812.016     5618003     6599850
110824.009     5622524     6605229
110836.003     5627532     6611133
110848.005     5630605     6614773
110900.014     5635463     6620508
110912.031     5636633     6621866
110924.025     5636896     6622179
110936.005     5637344     6622699
110948.025     5637914     6623373
111000.014     5638710     6624304
111012.059     5639499     6625247
111024.025     5640527     6626477
111036.023     5641288     6627369
111048.019     5641708     6627852
111100.041     5642432     6628703
111112.041     5642724     6629042
111124.049     5643531     6629995
111136.056     5644231     6630814
111148.033     5644883     6631555
111200.022     5645930     6632798
111212.045     5646879     6633898
111224.019     5647713     6634849
111236.041     5648976     6636312
111248.033     5649845     6637328
111300.026     5650501     6638088
111312.019     5651156     6638855
111324.015     5651732     6639526
111336.042     5653030     6641040
111348.038     5653574     6641683
111400.023     5654335     6642559
111412.052     5655683     6644154
111424.029     5656919     6645616
111436.037     5657218     6645959
111448.040     5658373     6647323
111500.021     5658658     6647670
111512.010     5659995     6649239
111524.023     5661079     6650517
111536.034     5662173     6651804
111548.050     5662864     6652613
111600.038     5663266     6653092
111612.029     5663823     6653746
111624.045     5664328     6654349
111636.051     5664778     6654877
111648.023     5665100     6655254
111700.056     5665664     6655907
111712.026     5666123     6656452
111724.036     5666732     6657159
111736.039     5667430     6658008
111748.025     5667773     6658416
111800.047     5668239     6658958
111812.067     5668681     6659476
111824.022     5668997     6659859
111836.062     5669636     6660597
111848.074     5670186     6661251
111900.058     5670663     6661817
111912.023     5670974     6662180
111924.038     5671321     6662593
111936.066     5671694     6663026
111948.056     5672071     6663462
112000.038     5672503     6663961
112012.029     5673055     6664607
112024.008     5673502     6665136
112036.006     5673976     6665712
112048.022     5674411     6666229
112100.028     5674763     6666650
112112.066     5675243     6667226
112124.057     5675711     6667794
112136.017     5676000     6668150
112148.030     5676510     6668762
112200.026     5676946     6669277
112212.030     5677353     6669760
112224.044     5677743     6670229
112236.056     5678365     6670977
112248.030     5678867     6671574
112300.010     5679388     6672181
112312.060     5679822     6672683
112324.030     5680381     6673331
112336.021     5681027     6674080
112348.015     5681569     6674733
112400.034     5681915     6675144
112412.061     5682556     6675900
112424.011     5683255     6676721
112436.021     5683813     6677380
112448.024     5684442     6678128
112500.009     5684796     6678536
112512.029     5685220     6679029
112524.040     5686118     6680055
112536.004     5686768     6680830
112548.029     5687306     6681468
112600.021     5688273     6682582
112612.040     5688982     6683411
112624.017     5689581     6684120
112636.035     5690176     6684821
112648.025     5690522     6685243
112700.001     5690849     6685634
112712.056     5691596     6686502
112724.012     5692030     6687013
112736.065     5692541     6687629
112748.026     5693300     6688502
112800.018     5694163     6689504
112812.023     5694724     6690159
112824.021     5695046     6690538
112836.034     5695822     6691436
112848.030     5696222     6691900
112900.011     5696822     6692606
112912.018     5697325     6693193
112924.030     5697874     6693859
112936.021     5698604     6694741
112948.025     5699071     6695280
113000.082     5699358     6695620
113012.046     5699639     6695953
113024.044     5700079     6696461
113036.046     5700519     6696981
113048.048     5700845     6697345
113100.051     5701534     6698166
113112.038     5702100     6698821
113124.022     5702542     6699356
113136.034     5703407     6700385
113148.041     5704000     6701081
113200.017     5704378     6701524
113212.030     5704766     6701977
113224.020     5705146     6702419
113236.066     5705778     6703154
113248.042     5706109     6703550
113300.026     5706829     6704410
113312.026     5707304     6704980
113324.024     5707775     6705524
113336.062     5708317     6706165
113348.039     5708701     6706597
113400.037     5709474     6707524
113412.038     5709967     6708118
113424.026     5710456     6708682
113436.010     5711150     6709493
113448.029     5711522     6709928
113500.022     5712309     6710863
113512.023     5712661     6711272
113524.022     5713160     6711870
113536.029     5713694     6712491
113548.019     5714274     6713160
113600.035     5714974     6713983
113612.056     5715635     6714754
113624.024     5718079     6717662
113636.029     5722368     6722734
113648.040     5726228     6727303
113700.010     5731275     6733280
113712.018     5737048     6740061
113724.028     5745109     6749532
113736.036     5750100     6755390
113748.022     5755415     6761669
113800.017     5759226     6766174
113812.030     5763177     6770853
113824.003     5767559     6776038
113836.019     5771206     6780376
113848.021     5775135     6785044
113900.041     5777820     6788232
113912.053     5780645     6791560
113924.018     5783103     6794483
113936.031     5786959     6799019
113948.013     5791497     6804339
114000.038     5794272     6807602
114012.030     5797654     6811608
114024.038     5802720     6817548
114036.002     5808645     6824494
114048.008     5813092     6829756
114100.008     5817948     6835522
114112.033     5823022     6841526
114124.013     5827668     6846971
114136.010     5829868     6849514
114148.005     5834752     6855227
114200.038     5839440     6860716
114212.011     5844001     6866107
114224.046     5847751     6870500
114236.004     5854355     6878295
114248.001     5888481     6918430
114300.005     5916978     6951944
114312.002     5946864     6987056
114324.025     5979740     7025902
114336.016     6014078     7066472
114348.000     6047225     7105573
114400.004     6079006     7142886
114412.026     6121113     7192267
114424.002     6161192     7239529
114436.006     6197267     7282081
114448.004     6239842     7332202
114500.002     6281519     7381288
114512.002     6317690     7424047
114524.013     6348483     7460397
114535.995     6380265     7497747
114548.005     6420995     7545702
114600.003     6462853     7595064
114612.001     6500633     7639766
114624.010     6540231     7686417
114636.004     6577304     7730333
114648.013     6608249     7766838
114659.998     6637807     7801617
114712.003     6673268     7843555
114724.007     6709512     7886289
114736.004     6738528     7920428
114748.002     6769645     7957241
114800.008     6804478     7998500
114812.006     6835651     8035334
114824.004     6869214     8074935
114836.008     6897863     8108503
114848.003     6929685     8146104
114900.005     6964356     8187234
114912.006     6994971     8223502
114924.002     7024713     8258597
114936.003     7059400     8299613
114948.014     7093705     8339940
115000.012     7124334     8376138
115012.002     7158039     8415718
115024.004     7190885     8454254
115036.003     7226812     8496482
115048.004     7264599     8540805
115100.003     7296008     8577903
115112.016     7326368     8613696
115124.003     7359184     8652200
115136.026     7390600     8688945
115148.007     7420980     8724574
115200.003     7459118     8769387
115212.004     7493903     8810152
115224.003     7528495     8850986
115236.002     7563145     8891842
115248.009     7601746     8937500
115300.003     7629229     8969850
115312.007     7652481     8997154
115324.003     7686641     9037490
115336.005     7723354     9080569
115348.017     7762984     9127293
115400.001     7787796     9156519
115412.003     7816370     9190202
115424.005     7854196     9234803
115436.004     7888718     9275748
115448.032     7918160     9310669
115500.004     7956903     9356651
115512.001     7993202     9399644
115524.004     8027222     9439894
115536.007     8055828     9473678
115547.998     8085937     9509192
115600.011     8124819     9555025
115612.029     8162607     9599707
115624.009     8188868     9630597
115636.010     8221600     9669147
115648.033     8251215     9704045
115700.004     8284895     9743878
115712.011     8321681     9787282
115724.006     8358767     9831046
115736.017     8387210     9864716
115748.033     8427289     9912406
115800.005     8455784     9945944
115812.011     8498216     9996306
115824.010     8535740    10040396
115836.002     8557754    10066298
115848.004     8593733    10108782
115900.012     8625121    10145827
115912.005     8653280    10179323
115924.008     8681746    10212864
115936.002     8718432    10256410
115948.013     8750868    10294759
120000.004     8786069    10336072
120012.003     8814538    10369684
120024.004     8846684    10407548
120036.002     8875005    10440915
120048.005     8908019    10479809
120100.036     8935932    10512789
120112.001     8969128    10551886
120124.022     9006105    10595629
120135.998     9041752    10637651
120148.021     9075064    10676883
120200.002     9100199    10706432
120212.003     9129128    10740236
120224.013     9159107    10775598
120236.003     9190649    10812934
120247.998     9225233    10853815
120300.007     9260065    10894995
120312.001     9295791    10937352
120324.003     9326743    10974036
120336.001     9362324    11015950
120348.017     9399705    11060103
120400.005     9432434    11098636
120412.002     9466268    11138405
120424.023     9500931    11179187
120436.003     9527777    11210757
120447.999     9560623    11249193
120500.004     9592204    11286457
120512.005     9624545    11324592
120524.003     9660876    11367624
120536.003     9689846    11401868
120548.029     9720655    11438340
120600.026     9744829    11466676
120612.007     9780665    11508936
120624.007     9812879    11546950
120636.005     9846975    11587341
120648.014     9879416    11625646
120700.017     9906247    11657288
120712.014     9922348    11676256
120724.008     9939884    11696871
120736.014     9958889    11719308
120748.005     9977821    11741601
120800.006     9996934    11764264
120812.006    10014289    11784769
120824.010    10032908    11806888
120836.020    10048540    11825434
120848.005    10066669    11846838
120900.005    10082281    11865170
120912.034    10094434    11879438
120924.005    10113347    11901697
120936.008    10132132    11923758
120948.003    10152028    11947194
121000.023    10173557    11972641
121012.004    10183041    11983856
121024.002    10201381    12005633
121036.010    10222436    12030576
121048.005    10240488    12051921
121100.012    10258757    12073500
121112.003    10277375    12095447
121124.028    10293258    12114179
121136.011    10312046    12136352
121148.042    10329858    12157446
121200.012    10342766    12172672
121212.002    10358586    12191220
121224.015    10378208    12214317
121236.003    10397378    12236941
121248.007    10415788    12258852
121300.015    10426523    12271506
121312.024    10440686    12288229
121324.022    10459440    12310581
121336.034    10474886    12328737
121348.011    10498822    12357004
121400.036    10518201    12380102
121412.002    10536466    12401718
121424.030    10556255    12424950
121436.009    10576338    12448670
121448.013    10595892    12471800
121500.022    10615838    12495338
121512.008    10634701    12517619
121523.998    10652713    12538856
121536.004    10672938    12562962
121548.023    10689191    12582332
121600.002    10708779    12605395
121612.002    10723149    12622316
121624.038    10738064    12639822
121636.021    10751962    12656124
121648.001    10770296    12677844
121700.003    10791857    12703110
121712.026    10813917    12729207
121724.049    10836534    12755834
121736.032    10853934    12776422
121748.008    10874965    12801239
121800.033    10891654    12820968
121812.003    10906475    12838444
121824.007    10922922    12857776
121836.013    10939783    12877662
121848.001    10959607    12901008
121900.022    10975196    12919475
121912.038    10989206    12936001
121924.024    11007026    12956991
121936.007    11026246    12979795
121948.022    11040992    12997253
122000.007    11067018    13028157
122012.028    11095957    13062357
122024.003    11125063    13096843
122036.021    11163658    13142527
122048.025    11192577    13176739
122100.010    11221148    13210285
122112.025    11253458    13248401
122124.012    11287221    13288372
122136.003    11316402    13322727
122148.012    11348114    13360082
122200.003    11378322    13395672
122212.012    11411632    13435122
122224.004    11444618    13474077
122236.037    11464368    13497368
122248.001    11489832    13527180
122300.001    11515265    13557082
122312.002    11539442    13585684
122324.004    11575482    13628119
122336.001    11620364    13681306
122348.004    11652202    13718798
