Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
022201.057       54492       62319
022213.049      101661      116471
022225.046      149224      171183
022237.046      203887      234187
022249.041      262636      301677
022301.042      321811      369996
022313.041      379010      436006
022325.049      431555      496760
022337.049      454667      523478
022349.048      479790      552467
022401.049      505915      582623
022413.056      532104      613000
022425.049      565404      651426
022437.048      586928      676246
022449.046      614299      707861
022501.049      644254      742591
022513.049      674235      777236
022525.048      709671      818196
022537.075      737239      850098
022549.051      764357      881512
022601.047      800313      923184
022613.047      833868      962178
022625.049      865764      999337
022637.047      897703     1036410
022649.049      931440     1075453
022701.046      965998     1115530
022713.062      999394     1154320
022725.050     1028614     1188321
022737.052     1055282     1219300
022749.049     1090650     1260428
022801.048     1115561     1289352
022813.057     1141429     1319181
022825.048     1160925     1341647
022837.049     1189684     1374901
022849.072     1214507     1403832
022901.047     1244787     1439101
022913.045     1276462     1476051
022925.047     1304969     1509104
022937.079     1329994     1538111
022949.048     1364390     1578034
023001.047     1398393     1617375
023013.045     1430184     1654413
023025.050     1462331     1691598
023037.049     1494149     1728373
023049.047     1522724     1761544
023101.046     1554083     1797801
023113.050     1586057     1834713
023125.049     1618790     1872638
023137.047     1643950     1901767
023149.048     1674644     1937384
023201.049     1704541     1972037
023213.047     1739772     2013101
023225.050     1770117     2048455
023237.052     1800598     2083897
023249.048     1830038     2117896
023301.053     1856241     2148397
023313.048     1891080     2189075
023325.044     1930331     2234838
023337.040     1990866     2305546
023349.040     2049612     2373977
023401.040     2109212     2443349
023413.042     2168560     2512642
023425.048     2223415     2576550
023437.045     2275652     2637215
023449.045     2330285     2700787
023501.044     2385093     2764431
023513.044     2440174     2828397
023525.045     2497334     2895153
023537.040     2558904     2967035
023549.073     2590125     3003311
023601.049     2617656     3035344
023613.054     2643786     3065831
023625.054     2677992     3105589
023637.051     2704756     3136846
023649.047     2730013     3166285
023701.046     2766428     3208923
023713.047     2800361     3248521
023725.052     2833938     3287577
023737.049     2865892     3324841
023749.049     2898111     3362366
023801.047     2931544     3401392
023813.054     2961721     3436500
023825.046     2994671     3474812
023837.052     3022849     3507514
023849.053     3050932     3540359
023901.048     3079329     3573362
023913.070     3105781     3604203
023925.049     3129756     3631897
023937.067     3149870     3655251
023949.051     3164431     3672212
024001.053     3190903     3703096
024013.048     3224551     3742348
024025.048     3251005     3773313
024037.051     3283001     3810753
024049.048     3310429     3842524
024101.051     3333263     3869185
024113.046     3361911     3902624
024125.048     3388682     3933892
024137.048     3420925     3971463
024149.046     3456625     4012766
024201.049     3489144     4050588
024213.049     3519823     4086212
024225.048     3551703     4123194
024237.044     3585914     4163028
024249.047     3616458     4198645
024301.047     3647379     4234667
024313.051     3677417     4269504
024325.047     3705240     4301857
024337.050     3737239     4339068
024349.045     3776357     4384583
024401.061     3811675     4425794
024413.049     3848834     4469003
024425.053     3877944     4502806
024437.049     3910470     4540785
024449.053     3941952     4577530
024501.051     3979376     4620919
024513.048     4008743     4655094
024525.048     4040342     4692078
024537.059     4067355     4723593
024549.057     4090716     4750859
024601.051     4115245     4779261
024613.050     4141634     4810035
024625.047     4168950     4841901
