Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
024637.061     4191200     4868102
024649.052     4217447     4898942
024701.051     4239182     4924318
024713.053     4266342     4956019
024725.053     4294141     4988520
024737.053     4318721     5017300
024749.048     4348630     5052031
024801.063     4382083     5091177
024813.047     4403732     5116564
024825.046     4431231     5148541
024837.048     4463079     5185476
024849.052     4497929     5226002
024901.050     4529655     5263015
024913.051     4560646     5299036
024925.048     4596252     5340477
024937.047     4630978     5380919
024949.047     4668652     5424594
025001.048     4703422     5465070
025013.051     4743220     5511315
025025.047     4755435     5525596
025037.047     4757991     5528569
025049.050     4759404     5530220
025101.062     4762232     5533511
025113.052     4766203     5538126
025125.047     4770177     5542735
025137.054     4774653     5547949
025149.057     4779744     5553940
025201.047     4784326     5559265
025213.062     4788680     5564365
025225.047     4793352     5569841
025237.051     4798852     5576259
025249.059     4804122     5582431
025301.054     4808421     5587440
025313.065     4814264     5594257
025325.058     4819616     5600481
025337.069     4824892     5606601
025349.060     4830074     5612630
025401.047     4835788     5619271
025413.069     4841941     5626379
025425.065     4846136     5631265
025437.062     4852106     5638215
025449.063     4857130     5644053
025501.058     4859812     5647177
025513.059     4864932     5653095
025525.049     4869522     5658413
025537.071     4872688     5662067
025549.060     4877739     5667954
025601.070     4882936     5673937
025613.070     4888517     5680455
025625.056     4894329     5687168
025637.074     4899496     5693153
025649.076     4904858     5699375
025701.045     4910045     5705451
025713.064     4915433     5711696
025725.064     4919855     5716831
025737.058     4924956     5722772
025749.057     4930075     5728751
025801.064     4935554     5735084
025813.063     4940946     5741364
025825.074     4945504     5746691
025837.053     4951328     5753487
025849.067     4956037     5758906
025901.047     4962293     5766103
025913.059     4968838     5773577
025925.057     4974092     5779653
025937.082     4979335     5785743
025949.046     4985301     5792617
030001.057     4990643     5798845
030013.057     4994715     5803569
030025.065     5001476     5811409
030037.058     5006399     5817100
030049.062     5011474     5822988
030101.068     5016988     5829415
030113.052     5021232     5834343
030125.066     5025552     5839353
030137.047     5032111     5847037
030149.056     5037449     5853232
030201.063     5042598     5859208
030213.055     5047028     5864347
030225.050     5051596     5869637
030237.055     5056930     5875827
030249.071     5061909     5881691
030301.052     5067597     5888396
030313.072     5074162     5895988
030325.061     5079149     5901820
030337.075     5084299     5907800
030349.055     5088696     5912972
030401.051     5095408     5920805
030413.057     5101218     5927542
030425.058     5106252     5933419
030437.060     5112010     5940103
030449.064     5117131     5946096
030501.057     5122249     5952011
030513.053     5127159     5957732
030525.047     5132645     5964041
030537.061     5137999     5970247
030549.054     5143381     5976490
030601.051     5149512     5983600
030613.056     5155255     5990283
030625.066     5160549     5996422
030637.051     5165075     6001660
030649.071     5170644     6008174
030701.054     5175808     6014205
030713.062     5181202     6020422
030725.062     5186198     6026241
030737.063     5191170     6031986
030749.057     5196820     6038592
030801.046     5202853     6045610
030813.057     5207856     6051416
030825.054     5212329     6056596
030837.051     5217723     6062815
030849.057     5223206     6069220
030901.053     5228917     6075898
030913.062     5234092     6081896
030925.051     5239395     6088026
030937.042     5246203     6095942
030949.050     5251851     6102511
031001.048     5259618     6111522
031013.062     5265645     6118486
031025.049     5271463     6125258
031037.054     5277110     6131836
031049.063     5283208     6138906
031101.053     5289176     6145882
031113.042     5294625     6152196
031125.046     5301267     6159934
031137.053     5306814     6166364
031149.074     5312650     6173089
031201.065     5318162     6179530
031213.047     5323214     6185435
031225.045     5328246     6191348
031237.054     5333554     6197545
031249.057     5339504     6204433
031301.080     5344978     6210755
031313.053     5350248     6216934
031325.058     5355036     6222495
031337.050     5360296     6228620
031349.050     5366052     6235345
031401.053     5372382     6242690
031413.054     5379118     6250547
031425.047     5384707     6257080
031437.050     5388894     6261910
031449.054     5395268     6269330
031501.053     5401603     6276637
031513.069     5407757     6283772
031525.058     5412356     6289085
031537.062     5419015     6296860
031549.055     5424372     6303094
031601.061     5429032     6308602
031613.082     5433830     6314226
031625.052     5439098     6320334
031637.052     5443816     6325809
031649.057     5449511     6332442
031701.052     5453760     6337363
031713.069     5459509     6344000
031725.045     5464318     6349578
031737.059     5469324     6355466
031749.051     5474749     6361802
031801.077     5479789     6367684
031813.062     5484789     6373493
031825.065     5488385     6377678
031837.065     5493405     6383502
031849.054     5498782     6389766
031901.046     5505859     6397960
031913.057     5510906     6403872
031925.071     5517179     6411099
031937.062     5522912     6417706
031949.070     5529684     6425601
032001.057     5534601     6431350
032013.090     5539238     6436803
032025.062     5545255     6443844
032037.050     5551668     6451299
032049.050     5557053     6457563
032101.054     5563047     6464474
032113.046     5567351     6469435
032125.061     5572574     6475503
032137.051     5578718     6482637
032149.047     5583327     6487969
032201.048     5588582     6494061
032213.073     5593933     6500283
032225.064     5599123     6506322
032237.055     5604197     6512200
032249.071     5608730     6517432
032301.055     5615001     6524685
032313.053     5621328     6531972
032325.058     5627189     6538738
032337.058     5631959     6544261
032349.058     5636904     6549971
032401.062     5641172     6554921
032413.056     5646946     6561668
032425.067     5651866     6567410
032437.059     5657256     6573589
032449.051     5663499     6580804
032501.058     5668553     6586689
032513.060     5672122     6590809
032525.063     5676296     6595681
032537.054     5681026     6601109
032549.073     5686026     6606903
032601.053     5690747     6612416
032613.045     5696801     6619405
032625.047     5702106     6625542
032637.069     5706936     6631115
032649.046     5712130     6637108
032701.065     5718165     6644042
032713.066     5724095     6650984
032725.074     5728573     6656167
032737.050     5735332     6663933
032749.060     5740252     6669653
032801.070     5746058     6676355
032813.069     5751993     6683295
032825.078     5756809     6688882
032837.087     5762494     6695497
032849.078     5767740     6701612
032901.057     5773060     6707822
032913.066     5778065     6713611
032925.061     5783216     6719568
032937.064     5788403     6725562
032949.055     5794043     6732122
033001.062     5798547     6737300
033013.058     5805469     6745270
033025.062     5811087     6751780
033037.049     5815827     6757298
033049.070     5820326     6762500
033101.068     5825694     6768689
033113.059     5831388     6775282
033125.071     5837499     6782398
033137.072     5842670     6788417
033149.062     5848963     6795713
033201.054     5853819     6801339
033213.055     5860530     6809133
033225.070     5865064     6814385
033237.073     5870277     6820430
033249.081     5876115     6827203
033301.054     5882772     6834958
033313.086     5887609     6840557
033325.063     5893829     6847810
033337.053     5898734     6853602
033349.070     5904833     6860695
033401.060     5909735     6866407
033413.078     5915958     6873684
033425.062     5921260     6879853
033437.053     5926297     6885700
033449.048     5932847     6893316
033501.046     5937430     6898653
033513.051     5942851     6904896
033525.066     5948358     6911271
033537.053     5953498     6917193
033549.086     5958508     6923000
033601.059     5964873     6930388
033613.054     5969902     6936251
033625.064     5975542     6942800
033637.082     5979696     6947584
033649.049     5986472     6955451
033701.080     5991014     6960770
033713.063     5995915     6966398
033725.066     6001016     6972278
033737.057     6005733     6977684
033749.053     6012257     6985282
033801.056     6016317     6990030
033813.062     6021403     6995962
033825.054     6026249     7001627
033837.066     6032698     7009133
033849.052     6038051     7015401
033901.069     6042708     7020932
033913.050     6047844     7026941
033925.054     6053291     7033263
033937.051     6058321     7039065
033949.078     6062573     7044034
034001.051     6067087     7049300
034013.057     6072459     7055547
034025.060     6078491     7062534
034037.051     6083609     7068476
034049.058     6089440     7075325
034101.059     6095652     7082556
034113.063     6101304     7089172
034125.078     6106441     7095165
034137.062     6111953     7101545
034149.053     6117525     7108024
034201.051     6123061     7114500
034213.066     6128311     7120615
034225.051     6134175     7127421
034237.071     6139225     7133282
034249.078     6145157     7140216
034301.052     6150732     7146673
034313.057     6156026     7152807
034325.067     6161694     7159361
034337.056     6166001     7164349
034349.062     6170392     7169451
034401.050     6175619     7175605
034413.063     6181483     7182544
034425.049     6186208     7188107
034437.070     6191863     7194673
034449.058     6199140     7203100
034501.070     6203551     7208256
034513.079     6207494     7212784
034525.078     6213590     7219869
034537.070     6218880     7226022
034549.072     6224621     7232779
034601.057     6230025     7239101
034613.078     6235727     7245717
034625.082     6240646     7251411
034637.070     6245529     7257144
034649.079     6251383     7264001
034701.055     6256202     7269556
034713.047     6261922     7276126
034725.057     6266756     7281752
034737.070     6273494     7289552
034749.058     6278544     7295436
034801.058     6283210     7300866
034813.066     6289386     7307954
034825.086     6294540     7313856
034837.049     6301357     7321786
034849.075     6306732     7327998
034901.066     6310150     7331958
034913.047     6314965     7337478
034925.063     6319892     7343185
034937.063     6324719     7348810
034949.059     6330274     7355240
035001.067     6335850     7361707
035013.055     6341854     7368591
035025.072     6347485     7375107
035037.055     6352551     7381031
035049.067     6359099     7388619
035101.055     6364979     7395457
035113.086     6370799     7402299
035125.053     6375812     7408110
035137.063     6380405     7413469
035149.065     6386394     7420459
035201.047     6391245     7426144
035213.045     6396194     7431906
035225.054     6402796     7439577
035237.097     6409418     7447215
035249.071     6414626     7453222
035301.048     6419754     7459228
035313.044     6426197     7466827
035325.067     6432671     7474356
035337.059     6437486     7480019
035349.047     6441687     7484892
035401.070     6447200     7491352
035413.080     6451107     7495910
035425.055     6456025     7501679
035437.054     6460317     7506716
035449.053     6465203     7512407
035501.076     6470373     7518402
035513.061     6476064     7525090
035525.058     6482334     7532424
035537.073     6487839     7538823
035549.057     6493334     7545208
035601.054     6498825     7551602
035613.050     6504465     7558135
035625.059     6509406     7563832
035637.066     6514604     7569868
035649.054     6522016     7578495
035701.073     6526960     7584209
035713.051     6532598     7590701
035725.061     6537455     7596377
035737.066     6543194     7603015
035749.057     6548449     7609131
035801.073     6554140     7615756
035813.061     6558961     7621342
035825.059     6564228     7627511
035837.049     6569163     7633269
035849.058     6575194     7640263
035901.066     6581621     7647728
035913.062     6586501     7653424
035925.063     6591178     7658888
035937.110     6596184     7664684
035949.066     6601195     7670500
040001.052     6606036     7676116
040013.087     6612250     7683374
040025.066     6617193     7689058
040037.066     6622332     7695068
040049.066     6628057     7701743
040101.059     6633209     7707766
040113.055     6637778     7713100
040125.074     6642341     7718456
040137.080     6647477     7724427
040149.059     6652707     7730521
040201.077     6657574     7736167
040213.054     6666113     7746084
040225.060     6670377     7751034
040237.086     6675747     7757297
040249.055     6681109     7763597
040301.062     6686204     7769589
040313.074     6691944     7776299
040325.048     6697679     7782974
040337.066     6703164     7789325
040349.057     6707520     7794401
040401.062     6713363     7801169
040413.055     6719528     7808308
040425.049     6725939     7815744
040437.050     6732744     7823696
040449.056     6738650     7830595
040501.052     6744518     7837397
040513.057     6750807     7844717
040525.050     6757008     7851912
040537.089     6762221     7857895
040549.070     6768134     7864661
040601.054     6772434     7869600
040613.064     6778003     7876031
040625.080     6782853     7881623
040637.058     6789432     7889252
040649.062     6794383     7894968
040701.074     6800307     7901875
040713.067     6805667     7908142
040725.069     6809415     7912517
040737.076     6814426     7918360
040749.080     6820432     7925394
040801.059     6825965     7931856
040813.069     6831899     7938801
040825.052     6838214     7946152
040837.064     6841903     7950440
040849.065     6846675     7956017
040901.059     6852295     7962606
040913.057     6857967     7969212
040925.058     6863017     7975063
040937.056     6868680     7981689
040949.062     6873727     7987595
041001.055     6879612     7994432
041013.057     6884928     8000601
041025.063     6890703     8007355
041037.086     6895264     8012716
041049.066     6900487     8018799
041101.066     6906611     8025915
041113.062     6911794     8031962
041125.070     6917582     8038703
041137.061     6922699     8044625
041149.058     6927959     8050713
041201.059     6932455     8055963
041213.066     6937811     8062201
041225.081     6942535     8067644
041237.062     6948395     8074459
041249.050     6954079     8081077
041301.055     6959294     8087171
041313.056     6964449     8093120
041325.064     6969697     8099165
041337.066     6975078     8105470
041349.073     6979641     8110772
041401.074     6985628     8117697
041413.056     6990366     8123160
041425.060     6996678     8130501
041437.069     7002591     8137392
041449.050     7008080     8143800
041501.056     7014709     8151475
041513.062     7020451     8158136
041525.071     7025699     8164267
041537.072     7031960     8171548
041549.045     7036182     8176401
041601.073     7041082     8182054
041613.078     7045840     8187555
041625.052     7050666     8193116
041637.068     7055423     8198639
041649.062     7061478     8205659
041701.063     7068667     8214046
041713.075     7074737     8221105
041725.054     7080267     8227616
041737.064     7086104     8234448
041749.063     7090571     8239657
041801.050     7097279     8247467
041813.065     7102599     8253712
041825.078     7107790     8259720
041837.048     7113402     8266332
041849.063     7117642     8271262
041901.078     7122954     8277442
041913.071     7127766     8283000
041925.060     7133571     8289747
041937.052     7139534     8296742
041949.055     7145077     8303213
042001.059     7148994     8307761
042013.069     7153908     8313464
042025.062     7159107     8319552
042037.054     7164700     8326050
042049.050     7170002     8332220
042101.058     7174899     8337977
042113.061     7179619     8343467
042125.070     7184473     8349070
042137.059     7189226     8354597
042149.052     7196044     8362502
042201.054     7201550     8368914
042213.067     7206832     8375084
042225.054     7211941     8380987
042237.062     7216416     8386175
042249.078     7223577     8394449
042301.070     7228919     8400594
042313.070     7234313     8406828
042325.066     7240250     8413745
042337.047     7246190     8420691
042349.058     7250728     8425970
042401.059     7254929     8430894
042413.062     7259481     8436201
042425.059     7264753     8442365
042437.065     7270873     8449506
042449.055     7275943     8455390
042501.062     7281102     8461400
042513.064     7286808     8468028
042525.054     7292346     8474471
042537.062     7298258     8481306
042549.070     7303399     8487354
042601.085     7308824     8493690
042613.059     7313555     8499189
042625.058     7318050     8504408
042637.056     7322424     8509507
042649.085     7327885     8515903
042701.053     7332579     8521391
042713.046     7337377     8526997
042725.058     7343300     8533888
042737.065     7349160     8540727
042749.082     7355394     8547918
042801.062     7360500     8553825
042813.046     7365910     8560050
042825.080     7372170     8567342
042837.077     7377776     8573803
042849.063     7383387     8580369
042901.062     7388070     8585789
042913.060     7393825     8592487
042925.085     7399700     8599307
042937.053     7404814     8605291
042949.090     7409596     8610890
043001.070     7414368     8616435
043013.055     7419926     8622960
043025.074     7425891     8629931
043037.064     7431913     8636931
043049.070     7437102     8642951
043101.049     7442885     8649707
043113.070     7448043     8655694
043125.058     7453395     8661918
043137.063     7458053     8667301
043149.060     7463524     8673601
043201.067     7469487     8680529
043213.064     7474223     8686061
043225.058     7479005     8691619
043237.066     7485023     8698626
043249.058     7491501     8706109
043301.060     7496305     8711712
043313.058     7501697     8717942
043325.058     7506841     8723879
043337.052     7512801     8730801
043349.058     7517336     8736064
043401.078     7522025     8741496
043413.060     7527425     8747720
043425.062     7531781     8752772
043437.054     7537454     8759384
043449.065     7542290     8765002
043501.082     7547558     8771121
043513.062     7552221     8776598
043525.047     7556146     8781208
043537.058     7560520     8786281
043549.047     7565514     8792073
043601.053     7570337     8797710
043613.052     7575378     8803572
043625.054     7581329     8810534
043637.059     7586966     8817102
043649.077     7592490     8823532
043701.058     7597957     8829938
043713.070     7603596     8836586
043725.054     7607532     8841166
043737.074     7614512     8849303
043749.068     7620969     8856859
043801.070     7625963     8862687
043813.045     7631483     8869198
043825.067     7635998     8874455
043837.072     7642856     8882365
043849.054     7648253     8888647
043901.078     7653568     8894876
043913.070     7659933     8902342
043925.054     7665491     8908802
043937.058     7670714     8914900
043949.053     7676013     8921011
044001.047     7680773     8926615
044013.051     7686504     8933300
044025.058     7692989     8940832
044037.071     7697400     8945927
044049.061     7701610     8950801
044101.084     7706912     8956938
044113.060     7712452     8963293
044125.062     7716562     8968088
044137.056     7722451     8974965
044149.092     7727807     8981210
044201.053     7731981     8986074
044213.066     7738518     8993657
044225.058     7743585     8999540
044237.071     7748917     9005739
044249.053     7754497     9012165
044301.052     7760660     9019375
044313.060     7765478     9024977
044325.044     7771949     9032482
044337.050     7778013     9039481
044349.082     7783677     9046002
044401.054     7789246     9052501
044413.058     7794755     9058947
044425.074     7800740     9065870
044437.070     7806440     9072433
044449.058     7811119     9077855
044501.066     7816718     9084359
044513.059     7821314     9089683
044525.062     7826818     9096080
044537.047     7832179     9102336
044549.070     7837633     9108710
044601.054     7843177     9115127
044613.069     7849079     9122004
044625.070     7854732     9128535
044637.051     7860019     9134715
044649.057     7865791     9141393
044701.060     7870416     9146814
044713.058     7876629     9154049
044725.066     7882439     9160786
044737.067     7886927     9166038
044749.074     7891329     9171148
044801.046     7896769     9177433
044813.086     7902588     9184270
044825.068     7907047     9189477
044837.061     7912587     9195953
044849.086     7918702     9203041
044901.053     7924173     9209429
044913.062     7929466     9215676
044925.070     7934749     9221818
044937.054     7941541     9229737
044949.059     7947520     9236725
045001.055     7952976     9243047
045013.066     7959083     9250122
045025.086     7964289     9256193
045037.052     7969095     9261760
045049.061     7974693     9268302
045101.070     7978855     9273208
045113.059     7985348     9280766
045125.056     7991146     9287534
045137.063     7996772     9294077
045149.073     8001579     9299637
045201.057     8006822     9305761
045213.055     8011408     9311179
045225.058     8016674     9317283
045237.062     8022076     9323660
045249.082     8028076     9330677
045301.070     8035236     9338972
045313.066     8041186     9345873
045325.083     8046226     9351763
045337.062     8050983     9357315
045349.061     8056564     9363787
045401.066     8062428     9370600
045413.065     8067572     9376545
045425.058     8072352     9382101
045437.059     8076458     9386901
045449.072     8082742     9394210
045501.057     8088843     9401346
045513.070     8094074     9407412
045525.067     8098608     9412706
045537.063     8103118     9417951
045549.050     8108098     9423778
045601.070     8113023     9429558
045613.058     8118148     9435590
045625.049     8123640     9441995
045637.055     8128948     9448149
045649.056     8135119     9455334
045701.062     8141508     9462808
045713.067     8146914     9469063
045725.054     8151086     9473913
045737.069     8155782     9479339
045749.070     8160852     9485276
045801.054     8166599     9491892
045813.059     8171852     9497956
045825.059     8176583     9503429
045837.082     8182097     9509853
045849.066     8189207     9518059
045901.070     8194253     9523934
045913.050     8199594     9530159
045925.055     8205537     9537038
045937.065     8210578     9542945
045949.062     8216117     9549409
050001.045     8221955     9556170
050013.066     8227018     9562048
050025.066     8231697     9567472
050037.054     8237051     9573666
050049.074     8243731     9581466
050101.059     8250334     9589227
050113.054     8255834     9595641
050125.094     8261190     9601877
050137.058     8265593     9607001
050149.080     8271023     9613285
050201.054     8277030     9620243
050213.078     8282046     9626137
050225.059     8288324     9633415
050237.054     8294281     9640317
050249.070     8298730     9645511
050301.062     8303722     9651338
050313.078     8308558     9656930
050325.061     8313004     9662095
050337.064     8319516     9669746
050349.074     8324906     9676011
050401.064     8330301     9682303
050413.071     8336085     9689029
050425.070     8342277     9696277
050437.045     8347588     9702417
050449.054     8351890     9707410
050501.058     8356426     9712724
050513.048     8361548     9718646
050525.071     8366852     9724801
050537.082     8372308     9731131
050549.064     8377099     9736669
050601.072     8383007     9743542
050613.052     8388493     9749880
050625.066     8394006     9756273
050637.062     8399979     9763242
050649.059     8405432     9769572
050701.070     8410949     9775911
050713.061     8416874     9782802
050725.063     8422596     9789418
050737.066     8428439     9796195
050749.058     8433514     9802042
050801.086     8439149     9808616
050813.051     8445846     9816354
050825.050     8450880     9822201
050837.067     8456514     9828701
050849.046     8462809     9836002
050901.056     8468082     9842154
050913.046     8472665     9847466
050925.059     8477846     9853498
050937.086     8483028     9859500
050949.066     8487238     9864402
051001.080     8491815     9869746
051013.057     8497348     9876235
051025.084     8502726     9882531
051037.070     8507739     9888328
051049.049     8513075     9894601
051101.074     8519199     9901746
051113.078     8524740     9908224
051125.054     8529679     9913921
051137.062     8535515     9920698
051149.060     8541746     9927910
051201.061     8547193     9934245
051213.070     8552256     9940160
051225.053     8558618     9947600
051237.053     8564222     9954078
051249.051     8569834     9960600
051301.055     8575574     9967269
051313.106     8581295     9973923
051325.086     8586935     9980526
051337.070     8592315     9986841
051349.058     8598199     9993718
051401.066     8603065     9999344
051413.070     8608348    10005544
051425.060     8616535    10015036
051437.061     8623214    10022801
051449.054     8627864    10028238
051501.053     8632540    10033656
051513.070     8637565    10039507
051525.059     8643091    10045936
051537.058     8649153    10052946
051549.070     8655368    10060138
051601.078     8662217    10068037
051613.052     8667245    10073858
051625.055     8672557    10080033
051637.052     8677855    10086166
051649.058     8683538    10092857
051701.051     8688837    10099049
051713.048     8694879    10106057
051725.090     8701020    10113246
051737.065     8707535    10120776
051749.066     8712607    10126694
051801.059     8717225    10132087
051813.076     8722272    10137923
051825.069     8727138    10143605
051837.066     8732537    10149889
051849.053     8737830    10156049
051901.063     8742393    10161325
051913.058     8747237    10166945
051925.068     8751728    10172170
051937.051     8756711    10177973
051949.066     8760969    10182950
052001.077     8766768    10189621
052013.081     8771034    10194557
052025.047     8776107    10200436
052037.058     8782142    10207451
052049.061     8787527    10213706
052101.071     8793163    10220262
052113.053     8798126    10226046
052125.062     8803840    10232608
052137.054     8809391    10239126
052149.082     8815225    10245963
052201.070     8821352    10253074
052213.069     8826553    10259174
052225.053     8830962    10264283
052237.074     8836197    10270344
052249.066     8841982    10277041
052301.062     8846189    10281960
052313.062     8851760    10288436
052325.060     8856603    10294014
052337.062     8862561    10300901
052349.067     8867955    10307171
052401.062     8872232    10312163
052413.069     8877165    10317930
052425.078     8882043    10323635
052437.070     8886451    10328789
052449.078     8890891    10333940
052501.060     8894783    10338459
052513.062     8899388    10343793
052525.062     8905218    10350533
052537.066     8910704    10356961
052549.074     8915301    10362352
052601.065     8920402    10368336
052613.066     8926070    10374931
052625.069     8932558    10382480
052637.059     8936994    10387579
052649.052     8942446    10393896
052701.053     8948367    10400734
052713.053     8953682    10406895
052725.066     8959641    10413756
052737.054     8965646    10420624
052749.062     8970421    10426175
052801.061     8976280    10432937
052813.058     8980731    10438100
052825.064     8986653    10444974
052837.048     8991710    10450835
052849.078     8996604    10456531
052901.062     9001770    10462487
052913.074     9008555    10470357
052925.060     9013927    10476582
052937.061     9019903    10483477
052949.048     9025707    10490204
053001.050     9031412    10496814
053013.065     9036536    10502779
053025.061     9041380    10508474
053037.066     9048658    10516926
053049.077     9053375    10522358
053101.074     9057665    10527331
053113.054     9063056    10533560
053125.068     9069202    10540722
053137.058     9073368    10545603
053149.054     9078302    10551379
053201.063     9083949    10557968
053213.065     9088853    10563635
053225.054     9093835    10569402
053237.074     9099360    10575807
053249.060     9105942    10583510
053301.058     9111819    10590300
053313.048     9117249    10596531
053325.070     9122869    10603033
053337.081     9127871    10608831
053349.059     9133062    10614858
053401.078     9138452    10621078
053413.075     9144640    10628284
053425.066     9150443    10634991
053437.062     9155959    10641388
053449.061     9160567    10646701
053501.061     9166058    10653060
053513.069     9172500    10660525
053525.059     9177385    10666228
053537.064     9182061    10671665
053549.053     9187253    10677746
053601.085     9192858    10684202
053613.057     9199022    10691301
053625.058     9205238    10698501
053637.056     9211124    10705312
053649.057     9216145    10711207
053701.065     9222063    10718071
053713.046     9227123    10723964
053725.067     9232141    10729782
053737.077     9236154    10734463
053749.057     9241724    10740948
053801.072     9246108    10746047
053813.066     9250729    10751446
053825.057     9255335    10756810
053837.046     9259468    10761600
053849.058     9263756    10766571
053901.051     9269355    10773101
053913.066     9274390    10778978
053925.065     9281142    10786900
053937.057     9285519    10792000
053949.056     9290941    10798352
054001.081     9295576    10803703
054013.070     9300882    10809921
054025.081     9305966    10815873
054037.054     9310950    10821651
054049.054     9315677    10827201
054101.077     9320676    10833012
054113.070     9326259    10839498
054125.054     9331760    10845873
054137.063     9337714    10852766
054149.066     9341805    10857512
054201.062     9346798    10863328
054213.053     9354247    10871983
054225.069     9361269    10880101
054237.065     9367183    10886999
054249.062     9372309    10892969
054301.061     9378510    10900212
054313.054     9383933    10906467
054325.073     9388510    10911784
054337.079     9393291    10917337
054349.066     9398442    10923323
054401.066     9403306    10928976
054413.066     9408280    10934775
054425.069     9413117    10940390
054437.074     9418950    10947176
054449.048     9424847    10954026
054501.062     9429837    10959783
054513.064     9436557    10967534
054525.048     9444020    10976182
054537.058     9449526    10982577
054549.078     9454665    10988500
054601.050     9460855    10995714
054613.047     9465134    11000624
054625.081     9470389    11006757
054637.058     9476555    11013966
054649.065     9481007    11019199
054701.068     9485682    11024699
054713.059     9490881    11030792
054725.054     9495575    11036257
054737.067     9500578    11042108
054749.057     9506891    11049419
054801.058     9511610    11054884
054813.058     9517135    11061226
054825.054     9523616    11068684
054837.077     9528230    11074002
054849.057     9533984    11080651
054901.049     9538851    11086295
054913.062     9543995    11092245
054925.056     9548911    11097986
054937.061     9553637    11103499
054949.062     9558304    11108960
055001.078     9563521    11115030
055013.074     9570077    11122627
055025.082     9574437    11127683
055037.060     9578854    11132848
055049.054     9583551    11138319
055101.051     9588409    11143950
055113.058     9594725    11151226
055125.053     9600650    11158142
055137.074     9605633    11163879
055149.057     9610864    11169904
055201.073     9615323    11175029
055213.054     9619852    11180261
055225.055     9625695    11187031
055237.062     9631033    11193224
055249.056     9636579    11199615
055301.077     9641970    11205784
055313.061     9647064    11211701
055325.074     9651722    11217099
055337.074     9657162    11223342
055349.075     9662490    11229542
055401.045     9668574    11236547
055413.050     9674427    11243254
055425.068     9680190    11249972
055437.064     9685834    11256442
055449.064     9691169    11262677
055501.066     9696379    11268702
055513.060     9703154    11276501
055525.064     9709319    11283611
055537.082     9715421    11290700
055549.086     9720517    11296537
055601.069     9726520    11303469
055613.074     9731726    11309486
055625.067     9737326    11315995
055637.068     9743167    11322832
