 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.233341727248564E+01 ,     0.667486302530384E+00 ,    -0.722502970982711E+00 , 
   0.49828 ,    -0.211152343059792E+01 ,     0.102417559270268E+01 ,    -0.197674154079913E+00 , 
   0.52832 ,    -0.207292708869349E+01 ,     0.118273652214007E+01 ,     0.126868915604954E+00 , 
   0.55835 ,    -0.216904523313340E+01 ,     0.115965734573095E+01 ,     0.225801842936863E+00 , 
   0.58839 ,    -0.231325156832134E+01 ,     0.102459299112064E+01 ,     0.138729343257646E+00 , 
   0.61842 ,    -0.242092323590703E+01 ,     0.865858142499929E+00 ,    -0.543003441383666E-01 , 
   0.64846 ,    -0.244245961009927E+01 ,     0.755374822642976E+00 ,    -0.265262492850034E+00 , 
   0.67849 ,    -0.237734665327656E+01 ,     0.725840594942901E+00 ,    -0.426800153555039E+00 , 
   0.70853 ,    -0.226618723203904E+01 ,     0.766637829501554E+00 ,    -0.508403823160221E+00 , 
   0.73856 ,    -0.216673656799848E+01 ,     0.837112389465283E+00 ,    -0.517087832491957E+00 , 
   0.76860 ,    -0.212574621301220E+01 ,     0.889452840333607E+00 ,    -0.485293915775141E+00 , 
   0.79863 ,    -0.215884517489528E+01 ,     0.890755858723477E+00 ,    -0.452657082485368E+00 , 
   0.82867 ,    -0.224609273715568E+01 ,     0.835565111445889E+00 ,    -0.449216414735768E+00 , 
   0.85870 ,    -0.234354096200781E+01 ,     0.745079496663743E+00 ,    -0.485760515658275E+00 , 
   0.88874 ,    -0.240437087719903E+01 ,     0.655070427397208E+00 ,    -0.553387334261849E+00 , 
   0.91878 ,    -0.239966808620576E+01 ,     0.598914708307473E+00 ,    -0.630613462035805E+00 , 
   0.94881 ,    -0.232987044650649E+01 ,     0.593448490161868E+00 ,    -0.693883383433621E+00 , 
   0.97885 ,    -0.222260163147726E+01 ,     0.633364273740207E+00 ,    -0.726819673446770E+00 , 
   1.00888 ,    -0.211875612322014E+01 ,     0.695731317564087E+00 ,    -0.724886420234073E+00 , 
   1.03892 ,    -0.205362255339534E+01 ,     0.751814483811447E+00 ,    -0.694502008199491E+00 , 
   1.06895 ,    -0.204152397713575E+01 ,     0.780531124732753E+00 ,    -0.647960573765766E+00 , 
   1.09899 ,    -0.207041090224458E+01 ,     0.777653969015055E+00 ,    -0.596918516737530E+00 , 
   1.12902 ,    -0.210817375710354E+01 ,     0.757118515453807E+00 ,    -0.547290098164070E+00 , 
   1.15906 ,    -0.211729992368229E+01 ,     0.744391518480832E+00 ,    -0.497364198969771E+00 , 
   1.18909 ,    -0.207111157456661E+01 ,     0.765200570632110E+00 ,    -0.439399284921387E+00 , 
   1.21913 ,    -0.196453141485900E+01 ,     0.834640051654771E+00 ,    -0.363575418335142E+00 , 
   1.24916 ,    -0.181507939657351E+01 ,     0.951161676824369E+00 ,    -0.262486432752210E+00 , 
   1.27920 ,    -0.165424919567068E+01 ,     0.109760284377890E+01 ,    -0.134482711685018E+00 , 
   1.30923 ,    -0.151354293153782E+01 ,     0.124832059212452E+01 ,     0.150914339216117E-01 , 
   1.33927 ,    -0.141149449161968E+01 ,     0.137902652050890E+01 ,     0.174800389246761E+00 , 
   1.36930 ,    -0.134721256297464E+01 ,     0.147505141120825E+01 ,     0.329490489852305E+00 , 
   1.39934 ,    -0.130282211209878E+01 ,     0.153475917775323E+01 ,     0.463199044868790E+00 , 
   1.42937 ,    -0.125316895856349E+01 ,     0.156713266659388E+01 ,     0.561815320739043E+00 , 
   1.45941 ,    -0.117806745031093E+01 ,     0.158510767117863E+01 ,     0.615075105338705E+00 , 
   1.48944 ,    -0.107151588357283E+01 ,     0.159793855477752E+01 ,     0.617804311317066E+00 , 
   1.51948 ,    -0.943943881395951E+00 ,     0.160606904126871E+01 ,     0.570473586566272E+00 , 
   1.54951 ,    -0.816852088805544E+00 ,     0.160066826550360E+01 ,     0.479085346432605E+00 , 
   1.57955 ,    -0.712628727551622E+00 ,     0.156782445434352E+01 ,     0.354315691221876E+00 , 
   1.60958 ,    -0.644359436901037E+00 ,     0.149534016807963E+01 ,     0.209836437051642E+00 , 
   1.63962 ,    -0.610241903748917E+00 ,     0.137901164335478E+01 ,     0.599299170590837E-01 , 
   1.66966 ,    -0.594952958533084E+00 ,     0.122560221143706E+01 ,    -0.831727970423072E-01 , 
   1.69969 ,    -0.577078588273829E+00 ,     0.105122849592507E+01 ,    -0.211520843500632E+00 , 
   1.72973 ,    -0.538989361334116E+00 ,     0.875872534293067E+00 ,    -0.322484673957422E+00 , 
   1.75976 ,    -0.474535368568441E+00 ,     0.716348919110308E+00 ,    -0.418146298782981E+00 , 
   1.78980 ,    -0.391054246579965E+00 ,     0.580632754566132E+00 ,    -0.503145394611754E+00 , 
   1.81983 ,    -0.304878762093836E+00 ,     0.465799854053632E+00 ,    -0.581717687877009E+00 , 
   1.84987 ,    -0.232549117656675E+00 ,     0.360276253446041E+00 ,    -0.655066346756700E+00 , 
   1.87990 ,    -0.181908910417182E+00 ,     0.249326188588689E+00 ,    -0.720167582284346E+00 , 
   1.90994 ,    -0.147311886593050E+00 ,     0.121462240734963E+00 ,    -0.770591230324786E+00 , 
   1.93997 ,    -0.111283247346145E+00 ,    -0.267834758312619E-01 ,    -0.799097100497747E+00 , 
   1.97001 ,    -0.520237925964168E-01 ,    -0.189493279349611E+00 ,    -0.800984018925916E+00 , 
   2.00004 ,     0.465492311462074E-01 ,    -0.353721749788331E+00 ,    -0.776769294804021E+00 , 
   2.03008 ,     0.186753600277326E+00 ,    -0.504421582861376E+00 ,    -0.732965591955816E+00 , 
   2.06011 ,     0.354813903971178E+00 ,    -0.629870721839875E+00 ,    -0.680457142685703E+00 , 
   2.09015 ,     0.525502791809722E+00 ,    -0.725504245735604E+00 ,    -0.630972298054957E+00 , 
   2.12018 ,     0.671931944839535E+00 ,    -0.794842823050393E+00 ,    -0.592988873158732E+00 , 
   2.15022 ,     0.776363118331722E+00 ,    -0.847430563534600E+00 ,    -0.568723086847435E+00 , 
   2.18025 ,     0.837377295393033E+00 ,    -0.894826881238362E+00 ,    -0.553482533660589E+00 , 
   2.21029 ,     0.870230190462957E+00 ,    -0.946306303400799E+00 ,    -0.537737183118429E+00 , 
   2.24032 ,     0.900101978501071E+00 ,    -0.100582959222009E+01 ,    -0.511151909718662E+00 , 
   2.27036 ,     0.950984022780243E+00 ,    -0.107118182016612E+01 ,    -0.466992837278402E+00 , 
   2.30039 ,     0.103483473367886E+01 ,    -0.113526602103965E+01 ,    -0.405126281706366E+00 , 
   2.33043 ,     0.114557210918230E+01 ,    -0.118878240894634E+01 ,    -0.332370760250140E+00 , 
   2.36046 ,     0.126047892042057E+01 ,    -0.122318363025325E+01 ,    -0.260028295260295E+00 , 
   2.39050 ,     0.134852255581630E+01 ,    -0.123293332324846E+01 ,    -0.199575021942446E+00 , 
   2.42054 ,     0.138223149891251E+01 ,    -0.121655977729800E+01 ,    -0.158253043883206E+00 , 
   2.45057 ,     0.134831865307561E+01 ,    -0.117653049027993E+01 ,    -0.136354280251903E+00 , 
   2.48061 ,     0.125278809073167E+01 ,    -0.111834064687445E+01 ,    -0.127297347584880E+00 , 
   2.51064 ,     0.111855251418508E+01 ,    -0.104929763071731E+01 ,    -0.120453900309622E+00 , 
   2.54068 ,     0.976647300626813E+00 ,    -0.977338440003199E+00 ,    -0.105556102782166E+00 , 
   2.57071 ,     0.854677103119996E+00 ,    -0.909987842417393E+00 ,    -0.768788870866798E-01 , 
   2.60075 ,     0.767136053858277E+00 ,    -0.853414537113949E+00 ,    -0.355021453724311E-01 , 
   2.63078 ,     0.711332368354262E+00 ,    -0.811554565022856E+00 ,     0.112322697664593E-01 , 
   2.66082 ,     0.670254891449460E+00 ,    -0.785412098429972E+00 ,     0.527884955668933E-01 , 
