Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
000209.439       27801      339663  0.240E-01  0.102E+01
000221.439       52807      668266  0.238E-01  0.102E+01
000233.439       77672      996795  0.240E-01  0.102E+01
000245.439      102403     1322312  0.237E-01  0.102E+01
000257.439      126003     1634360  0.244E-01  0.102E+01
000309.439      149501     1945533  0.239E-01  0.102E+01
000321.439      172424     2249793  0.236E-01  0.102E+01
000333.439      195775     2558806  0.239E-01  0.102E+01
000345.439      217319     2844089  0.241E-01  0.102E+01
000357.439      240676     3156762  0.240E-01  0.102E+01
000409.439      262486     3450678  0.239E-01  0.102E+01
000421.439      284493     3749095  0.245E-01  0.102E+01
000433.468      306599     4045872  0.300E-01  0.129E+01
000445.457      327929     4335073  0.236E-01  0.102E+01
000457.439      348818     4611573  0.242E-01  0.102E+01
000509.439      368610     4876480  0.247E-01  0.102E+01
000521.456      388781     5151269  0.204E-01  0.836E+00
000533.439      409414     5430970  0.245E-01  0.102E+01
000545.439      430652     5715771  0.245E-01  0.102E+01
000557.439      451207     5993405  0.246E-01  0.102E+01
000609.439      470868     6257495  0.247E-01  0.102E+01
000621.486      491405     6534498  0.298E-01  0.123E+01
000633.439      511833     6813551  0.251E-01  0.102E+01
000645.439      531303     7079045  0.249E-01  0.102E+01
000657.477      551361     7352875  0.199E-01  0.841E+00
000709.439      570975     7621602  0.252E-01  0.102E+01
000721.439      590466     7884792  0.246E-01  0.102E+01
000733.439      610167     8157304  0.250E-01  0.102E+01
000745.439      629279     8415132  0.253E-01  0.102E+01
000757.439      649209     8686934  0.244E-01  0.102E+01
000809.439      669927     8971011  0.250E-01  0.102E+01
000821.439      689795     9242327  0.248E-01  0.102E+01
000833.439      709502     9510637  0.252E-01  0.102E+01
000845.439      729157     9771876  0.254E-01  0.102E+01
000857.439      747542    10022158  0.250E-01  0.102E+01
000909.439      766926    10282509  0.252E-01  0.102E+01
000921.439      786268    10540128  0.252E-01  0.102E+01
000933.439      805739    10805440  0.250E-01  0.102E+01
000945.439      824253    11049465  0.253E-01  0.102E+01
000957.439      842819    11299010  0.253E-01  0.102E+01
001009.445      861139    11546669  0.240E-01  0.987E+00
001021.440      880392    11811458  0.261E-01  0.102E+01
001033.439      898071    12053598  0.262E-01  0.102E+01
001045.439      915453    12294282  0.260E-01  0.102E+01
001057.469      932726    12535169  0.229E-01  0.895E+00
001109.439      951279    12792755  0.260E-01  0.102E+01
001121.455      970478    13057078  0.242E-01  0.942E+00
001133.470      988211    13301443  0.260E-01  0.102E+01
001145.439     1006340    13551334  0.252E-01  0.102E+01
001157.439     1024567    13798857  0.251E-01  0.102E+01
