 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.273099031584431E+01 ,     0.567226433770628E-01 ,    -0.136435901638217E+01 , 
   0.49828 ,    -0.289956425821232E+01 ,    -0.132968995689457E+00 ,    -0.158841019663283E+01 , 
   0.52832 ,    -0.302976528319058E+01 ,    -0.237131082871158E+00 ,    -0.172382421868373E+01 , 
   0.55835 ,    -0.311469861330378E+01 ,    -0.263040034648897E+00 ,    -0.177445779507264E+01 , 
   0.58839 ,    -0.315247796345385E+01 ,    -0.227858000771393E+00 ,    -0.175487340791921E+01 , 
   0.61842 ,    -0.314611197937910E+01 ,    -0.154355134777414E+00 ,    -0.168663580051491E+01 , 
   0.64846 ,    -0.310276912442572E+01 ,    -0.662494736339816E-01 ,    -0.159395365863438E+01 , 
   0.67849 ,    -0.303253798323821E+01 ,     0.159807715519491E-01 ,    -0.149945333204177E+01 , 
   0.70853 ,    -0.294686883629283E+01 ,     0.781265678640529E-01 ,    -0.142077437701042E+01 , 
   0.73856 ,    -0.285692444781655E+01 ,     0.113713455705977E+00 ,    -0.136846746525346E+01 , 
   0.76860 ,    -0.277207669613571E+01 ,     0.123828204299786E+00 ,    -0.134539956330751E+01 , 
   0.79863 ,    -0.269875929551623E+01 ,     0.115546707295359E+00 ,    -0.134758395801299E+01 , 
   0.82867 ,    -0.263982913780634E+01 ,     0.994429383414440E-01 ,    -0.136610674076341E+01 , 
   0.85870 ,    -0.259450842844572E+01 ,     0.867834706442860E-01 ,    -0.138965842633223E+01 , 
   0.88874 ,    -0.255888924894035E+01 ,     0.870067051369476E-01 ,    -0.140712270325499E+01 , 
   0.91878 ,    -0.252689571098928E+01 ,     0.105962342986385E+00 ,    -0.140972553919275E+01 , 
   0.94881 ,    -0.249153026664326E+01 ,     0.145179215655374E+00 ,    -0.139238817791928E+01 , 
   0.97885 ,    -0.244619102666846E+01 ,     0.202187092079886E+00 ,    -0.135412262866069E+01 , 
   1.00888 ,    -0.238584247151277E+01 ,     0.271692831694163E+00 ,    -0.129751582780299E+01 , 
   1.03892 ,    -0.230785324798865E+01 ,     0.347248287461351E+00 ,    -0.122752728191151E+01 , 
   1.06895 ,    -0.221237635233666E+01 ,     0.422975716334361E+00 ,    -0.114994196868442E+01 , 
   1.09899 ,    -0.210222827048640E+01 ,     0.494944180820620E+00 ,    -0.106985740845367E+01 , 
   1.12902 ,    -0.198231055495030E+01 ,     0.561904239098186E+00 ,    -0.990540076251873E+00 , 
   1.15906 ,    -0.185869485524284E+01 ,     0.625257571616368E+00 ,    -0.912876837882043E+00 , 
   1.18909 ,    -0.173754721178865E+01 ,     0.688322707417157E+00 ,    -0.835499100483458E+00 , 
   1.21913 ,    -0.162409011079388E+01 ,     0.755116594757739E+00 ,    -0.755503981796367E+00 , 
   1.24916 ,    -0.152178772474876E+01 ,     0.828971343379624E+00 ,    -0.669569994201712E+00 , 
   1.27920 ,    -0.143189367221010E+01 ,     0.911327624815972E+00 ,    -0.575188976685504E+00 , 
   1.30923 ,    -0.135343020038747E+01 ,     0.100099032858722E+01 ,    -0.471723778173168E+00 , 
   1.33927 ,    -0.128358599340308E+01 ,     0.109401452625523E+01 ,    -0.361051211760590E+00 , 
   1.36930 ,    -0.121844192684633E+01 ,     0.118423961110041E+01 ,    -0.247648089444427E+00 , 
   1.39934 ,    -0.115387436919323E+01 ,     0.126434142053431E+01 ,    -0.138101650577998E+00 , 
   1.42937 ,    -0.108645501783730E+01 ,     0.132715891152682E+01 ,    -0.401474981139961E-01 , 
   1.45941 ,    -0.101417025364617E+01 ,     0.136699717310234E+01 ,     0.385667994742549E-01 , 
   1.48944 ,    -0.936820617860433E+00 ,     0.138062202980899E+01 ,     0.917441728840284E-01 , 
   1.51948 ,    -0.856024952615048E+00 ,     0.136773764358990E+01 ,     0.115481109002412E+00 , 
   1.54951 ,    -0.774831733163001E+00 ,     0.133085824909177E+01 ,     0.108898224168452E+00 , 
   1.57955 ,    -0.697017232856876E+00 ,     0.127462051798948E+01 ,     0.742540169775875E-01 , 
   1.60958 ,    -0.626211649174969E+00 ,     0.120470371046834E+01 ,     0.165425852768206E-01 , 
   1.63962 ,    -0.565028410603636E+00 ,     0.112660473276531E+01 ,    -0.573245999002683E-01 , 
   1.66966 ,    -0.514372048859784E+00 ,     0.104453832708228E+01 ,    -0.139579036380845E+00 , 
   1.69969 ,    -0.473066231223572E+00 ,     0.960695752278797E+00 ,    -0.222689075431824E+00 , 
