 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.253318776699980E+01 ,     0.406337992661368E+00 ,    -0.988637685112872E+00 , 
   0.49828 ,    -0.250211211087312E+01 ,     0.464962978320022E+00 ,    -0.912661922573525E+00 , 
   0.52832 ,    -0.252178488371841E+01 ,     0.508475801152788E+00 ,    -0.847381964443838E+00 , 
   0.55835 ,    -0.256420659252693E+01 ,     0.539455443280384E+00 ,    -0.792871427750506E+00 , 
   0.58839 ,    -0.259601241063146E+01 ,     0.563973088564651E+00 ,    -0.746017662961615E+00 , 
   0.61842 ,    -0.259326332815324E+01 ,     0.588311740479464E+00 ,    -0.702539350027423E+00 , 
   0.64846 ,    -0.255061658802593E+01 ,     0.616456679294042E+00 ,    -0.658550632354965E+00 , 
   0.67849 ,    -0.248151077718138E+01 ,     0.649348435196335E+00 ,    -0.611065721934734E+00 , 
   0.70853 ,    -0.241001488211780E+01 ,     0.685983135158626E+00 ,    -0.557488789916253E+00 , 
   0.73856 ,    -0.235848142708272E+01 ,     0.725563795103725E+00 ,    -0.494700225068061E+00 , 
   0.76860 ,    -0.233669735676648E+01 ,     0.769430638861511E+00 ,    -0.418571265200420E+00 , 
   0.79863 ,    -0.233729319137314E+01 ,     0.821625551733458E+00 ,    -0.324518456138579E+00 , 
   0.82867 ,    -0.233925468844629E+01 ,     0.887610399928947E+00 ,    -0.209153824083743E+00 , 
   0.85870 ,    -0.231778828433601E+01 ,     0.971565340967123E+00 ,    -0.724556841074366E-01 , 
   0.88874 ,    -0.225606117911783E+01 ,     0.107344043494336E+01 ,     0.805230779028605E-01 , 
   0.91878 ,    -0.215359521917297E+01 ,     0.118718445035785E+01 ,     0.239371321701726E+00 , 
   0.94881 ,    -0.202760008725156E+01 ,     0.130119757570858E+01 ,     0.389949661651892E+00 , 
   0.97885 ,    -0.190659709348843E+01 ,     0.140118310548538E+01 ,     0.517673472994273E+00 , 
   1.00888 ,    -0.181898660207623E+01 ,     0.147455457613183E+01 ,     0.611465169633871E+00 , 
   1.03892 ,    -0.178135826919473E+01 ,     0.151481191463476E+01 ,     0.667003513821795E+00 , 
   1.06895 ,    -0.179145354254167E+01 ,     0.152415842080865E+01 ,     0.688027433803393E+00 , 
   1.09899 ,    -0.182874811651137E+01 ,     0.151318209989661E+01 ,     0.685079963656676E+00 , 
   1.12902 ,    -0.186246319267126E+01 ,     0.149748449722874E+01 ,     0.671983254353234E+00 , 
   1.15906 ,    -0.186376084372002E+01 ,     0.149231073242174E+01 ,     0.661178920912234E+00 , 
   1.18909 ,    -0.181718490686964E+01 ,     0.150705955031995E+01 ,     0.659523817298459E+00 , 
   1.21913 ,    -0.172674719616969E+01 ,     0.154169527005209E+01 ,     0.666015671369727E+00 , 
   1.24916 ,    -0.161425776562585E+01 ,     0.158646300952536E+01 ,     0.672266519937013E+00 , 
   1.27920 ,    -0.151063151994734E+01 ,     0.162513601783292E+01 ,     0.665579811183507E+00 , 
   1.30923 ,    -0.144368719313848E+01 ,     0.164072828147946E+01 ,     0.633570253799906E+00 , 
   1.33927 ,    -0.142727691876001E+01 ,     0.162167206865049E+01 ,     0.568727672787926E+00 , 
   1.36930 ,    -0.145595238474147E+01 ,     0.156624562454663E+01 ,     0.471358855529457E+00 , 
   1.39934 ,    -0.150709412668994E+01 ,     0.148363195479385E+01 ,     0.349924769853296E+00 , 
   1.42937 ,    -0.154946238313731E+01 ,     0.139118400816381E+01 ,     0.218704842433390E+00 , 
   1.45941 ,    -0.155467310006661E+01 ,     0.130882843363837E+01 ,     0.936315735713383E-01 , 
   1.48944 ,    -0.150711431547646E+01 ,     0.125256185750060E+01 ,    -0.122740183157304E-01 , 
   1.51948 ,    -0.140862687126817E+01 ,     0.122930746370630E+01 ,    -0.923655332420148E-01 , 
   1.54951 ,    -0.127647926891488E+01 ,     0.123489587242767E+01 ,    -0.147678694673814E+00 , 
   1.57955 ,    -0.113583060276970E+01 ,     0.125580497966964E+01 ,    -0.185807573593792E+00 , 
   1.60958 ,    -0.100992121971201E+01 ,     0.127395765507909E+01 ,    -0.217893471877605E+00 , 
   1.63962 ,    -0.911882935678807E+00 ,     0.127282158220542E+01 ,    -0.254844554369363E+00 , 
   1.66966 ,    -0.841142812518236E+00 ,     0.124265666870781E+01 ,    -0.304054060403460E+00 , 
   1.69969 ,    -0.785369299356767E+00 ,     0.118313815162671E+01 ,    -0.367595172427539E+00 , 
   1.72973 ,    -0.726657808392411E+00 ,     0.110258459261300E+01 ,    -0.442282370364899E+00 , 
   1.75976 ,    -0.649093727801827E+00 ,     0.101425554507108E+01 ,    -0.521335145493077E+00 , 
   1.78980 ,    -0.544546196946881E+00 ,     0.931197656590889E+00 ,    -0.596892519339525E+00 , 
   1.81983 ,    -0.414561818687333E+00 ,     0.861552608758440E+00 ,    -0.662454005418704E+00 , 
   1.84987 ,    -0.268035731236211E+00 ,     0.805964550623943E+00 ,    -0.714484047625217E+00 , 
   1.87990 ,    -0.116135644416660E+00 ,     0.757873518944770E+00 ,    -0.752811336483075E+00 , 
   1.90994 ,     0.330057304387674E-01 ,     0.706394495265838E+00 ,    -0.779911262103507E+00 , 
   1.93997 ,     0.177419653914050E+00 ,     0.640568730459618E+00 ,    -0.799510607420646E+00 , 
   1.97001 ,     0.320975951392594E+00 ,     0.553358916518157E+00 ,    -0.815093469217841E+00 , 
   2.00004 ,     0.469948405893779E+00 ,     0.443965394252511E+00 ,    -0.828804420607145E+00 , 
   2.03008 ,     0.628204332096910E+00 ,     0.317752977247638E+00 ,    -0.841010268777594E+00 , 
   2.06011 ,     0.793322695253132E+00 ,     0.184002040960906E+00 ,    -0.850509220340797E+00 , 
   2.09015 ,     0.955488972713017E+00 ,     0.524774608927728E-01 ,    -0.855171458439836E+00 , 
   2.12018 ,     0.109976715494161E+01 ,    -0.698348767325004E-01 ,    -0.852716050597327E+00 , 
   2.15022 ,     0.121087123067526E+01 ,    -0.180644971997997E+00 ,    -0.841372419395794E+00 , 
   2.18025 ,     0.127848644330013E+01 ,    -0.282346105925932E+00 ,    -0.820289566340674E+00 , 
   2.21029 ,     0.130096461301016E+01 ,    -0.380256747471891E+00 ,    -0.789676074543186E+00 , 
   2.24032 ,     0.128590535465110E+01 ,    -0.479937439554361E+00 ,    -0.750728508217876E+00 , 
   2.27036 ,     0.124741874649232E+01 ,    -0.584678771700372E+00 ,    -0.705420882268130E+00 , 
   2.30039 ,     0.120119231163640E+01 ,    -0.694095022089050E+00 ,    -0.656203781181550E+00 , 
   2.33043 ,     0.115930918012082E+01 ,    -0.804255550352714E+00 ,    -0.605635399163898E+00 , 
   2.36046 ,     0.112677101520097E+01 ,    -0.909162170291236E+00 ,    -0.555967611254849E+00 , 
