Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
132825.077        1947       17301  0.956E-01  0.994E+00
132837.076        2597       31549  0.624E-01  0.997E+00
132849.075        3149       46950  0.489E-01  0.102E+01
132901.083        3529       59052  0.420E-01  0.116E+01
132913.078        3885       70999  0.393E-01  0.196E+01
132925.076        4253       82394  0.363E-01  0.632E+01
132937.075        4976       95954  0.350E-01  0.296E+02
132949.112        5407      110090  0.329E-01  0.153E+03
133001.077        6822      126791  0.316E-01  0.806E+03
133013.075        7328      145292  0.293E-01  0.426E+04
133025.078        7746      160620  0.286E-01  0.225E+05
133037.077        8272      173349  0.279E-01  0.119E+06
133049.075        8774      188359  0.275E-01  0.627E+06
133101.117        9891      205005  0.266E-01  0.331E+07
133113.075       10311      223310  0.261E-01  0.175E+08
133125.076       10861      242190  0.248E-01  0.922E+08
133137.075       12000      260252  0.244E-01  0.487E+09
133149.096       12687      266090  0.238E-01  0.257E+10
133201.094       12687      267722  0.237E-01  0.136E+11
133213.093       12773      268741  0.225E-01  0.716E+11
133225.087       12874      271004  0.217E-01  0.378E+12
133237.097       12894      272250  0.214E-01  0.199E+13
133249.130       12918      274117  0.217E-01  0.105E+14
133301.087       12918      275701  0.218E-01  0.556E+14
133313.099       13032      277269  0.208E-01  0.293E+15
133325.091       13076      278660  0.204E-01  0.155E+16
133337.075       13151      280736  0.204E-01  0.817E+16
133349.127       13228      282795  0.203E-01  0.432E+17
133401.089       13229      284021  0.203E-01  0.228E+18
133413.086       13229      285696  0.203E-01  0.120E+19
133425.076       13394      288024  0.198E-01  0.635E+19
133437.100       13469      289942  0.193E-01  0.335E+20
133449.123       13525      292102  0.190E-01  0.177E+21
133501.079       13545      294088  0.192E-01  0.934E+21
133513.114       13742      296656  0.211E-01  0.493E+22
133525.086       13866      299145  0.201E-01  0.260E+23
133537.075       13938      301303  0.196E-01  0.137E+24
133549.077       13988      302816  0.192E-01  0.725E+24
133601.086       14048      304770  0.191E-01  0.383E+25
133613.118       14079      306463  0.190E-01  0.202E+26
133625.090       14152      308490  0.194E-01  0.107E+27
133637.119       14246      310510  0.198E-01  0.563E+27
133649.075       14425      313056  0.196E-01  0.297E+28
133701.083       14505      315122  0.189E-01  0.157E+29
133713.126       14513      316119  0.189E-01  0.828E+29
133725.086       14726      318845  0.207E-01  0.437E+30
133737.106       14798      320655  0.198E-01  0.231E+31
133749.119       14923      323072  0.194E-01  0.122E+32
133801.096       14986      325292  0.189E-01  0.643E+32
133813.135       15038      327085  0.186E-01  0.339E+33
133825.090       15038      329484  0.186E-01  0.179E+34
133837.079       15292      331244  0.192E-01  0.945E+34
133849.082       15380      333243  0.187E-01  0.499E+35
133901.090       15442      335041  0.181E-01  0.263E+36
133913.095       15484      336979  0.180E-01  0.139E+37
133925.101       15523      338691  0.178E-01  0.734E+37
133937.092       15592      340649  0.178E-01  0.387E+38
133949.094       15701      343009  0.181E-01  0.205E+39
134001.079       15797      345281  0.177E-01   Infinity
134013.087       15834      347018  0.176E-01   Infinity
134025.119       15898      349133  0.175E-01   Infinity
134037.083       15947      351137  0.174E-01   Infinity
134049.139       16006      353519  0.172E-01   Infinity
134101.099       16076      355896  0.169E-01   Infinity
134113.089       16211      358273  0.182E-01   Infinity
134125.075       16401      360755  0.186E-01   Infinity
134137.081       16567      363569  0.176E-01   Infinity
134149.130       16626      365527  0.172E-01   Infinity
134201.085       16690      367723  0.169E-01   Infinity
134213.086       16750      369597  0.167E-01   Infinity
134225.101       16788      371145  0.165E-01   Infinity
134237.087       16803      372341  0.165E-01   Infinity
134249.095       16923      374592  0.171E-01   Infinity
134301.116       16930      376025  0.171E-01   Infinity
134313.080       17227      378813  0.196E-01   Infinity
134325.075       17281      380373  0.188E-01   Infinity
134337.075       17281      381565  0.188E-01   Infinity
134349.076       17455      384030  0.177E-01   Infinity
134401.117       17581      386378  0.188E-01   Infinity
134413.125       17838      389093  0.186E-01   Infinity
134425.098       17941      391200  0.179E-01   Infinity
134437.087       18025      393544  0.173E-01   Infinity
134449.087       18092      395906  0.171E-01   Infinity
134501.087       18330      398384  0.194E-01   Infinity
134513.093       18330      399879  0.194E-01   Infinity
134525.097       18556      402077  0.180E-01   Infinity
134537.092       18607      404234  0.185E-01   Infinity
134549.077       18690      406306  0.187E-01   Infinity
134601.084       18982      409107  0.186E-01   Infinity
134613.097       19104      411623  0.176E-01   Infinity
134625.094       19431      414487  0.203E-01   Infinity
134638.083       19441      416043  0.200E-01   Infinity
134650.081       19769      418802  0.213E-01   Infinity
134702.086       19924      420855  0.193E-01   Infinity
134714.085       20057      423185  0.182E-01   Infinity
134726.114       20166      425835  0.174E-01   Infinity
134738.099       20226      427472  0.171E-01   Infinity
134750.098       20459      430485  0.208E-01   Infinity
134802.098       20647      432775  0.186E-01   Infinity
134814.087       20769      435108  0.176E-01   Infinity
134826.099       20800      436544  0.173E-01   Infinity
134838.095       20938      438735  0.175E-01   Infinity
134850.094       21092      441480  0.170E-01   Infinity
134902.097       21616      443216  0.224E-01   Infinity
134914.091       22136      445211  0.238E-01   Infinity
134926.079       22540      446850  0.250E-01   Infinity
134938.079       22716      448392  0.258E-01   Infinity
134950.098       23036      450693  0.291E-01   Infinity
135002.094       23036      451731  0.289E-01   Infinity
135014.102       23672      453402  0.285E-01   Infinity
135026.137       23764      454549  0.248E-01   Infinity
135038.081       23793      456176  0.244E-01   Infinity
135050.112       23833      458153  0.247E-01   Infinity
135102.087       23967      460304  0.254E-01   Infinity
135114.090       24092      462412  0.243E-01   Infinity
135126.087       24329      465034  0.223E-01   Infinity
135138.083       25501      468582  0.292E-01   Infinity
135150.086       25501      469935  0.291E-01   Infinity
135202.087       26508      472222  0.327E-01   Infinity
135214.085       26620      474306  0.306E-01   Infinity
135226.128       26675      476217  0.296E-01   Infinity
135238.130       26861      478580  0.282E-01   Infinity
135250.082       27053      480458  0.314E-01   Infinity
135302.119       27315      482581  0.326E-01   Infinity
135314.118       27565      485410  0.250E-01   Infinity
135326.095       27666      486942  0.229E-01   Infinity
135338.087       27761      489227  0.217E-01   Infinity
135350.087       28425      491371  0.273E-01   Infinity
135402.088       28618      493476  0.222E-01   Infinity
135414.141       29355      495528  0.290E-01   Infinity
135426.086       30398      498201  0.323E-01   Infinity
135438.079       30703      500664  0.306E-01   Infinity
135450.091       30867      502963  0.251E-01   Infinity
135502.111       31394      505069  0.288E-01   Infinity
135514.087       31586      507297  0.234E-01   Infinity
135526.133       32116      509137  0.282E-01   Infinity
135538.116       32824      511404  0.370E-01   Infinity
135550.090       33025      513292  0.259E-01   Infinity
135602.087       33162      515416  0.234E-01   Infinity
135614.088       33840      517444  0.294E-01   Infinity
135626.087       34965      520319  0.339E-01   Infinity
135638.083       35140      522637  0.300E-01   Infinity
135650.094       35513      524752  0.336E-01   Infinity
135702.111       35646      526653  0.277E-01   Infinity
