 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.223015950067892E+01 ,     0.540968688722560E+00 ,     0.510647041209341E+00 , 
   0.49828 ,    -0.213286669073556E+01 ,     0.598419709433083E+00 ,     0.475568179056792E+00 , 
   0.52832 ,    -0.204031618546702E+01 ,     0.659198044955900E+00 ,     0.443654317519093E+00 , 
   0.55835 ,    -0.195332241168687E+01 ,     0.722541145846401E+00 ,     0.414954254692504E+00 , 
   0.58839 ,    -0.187251855804051E+01 ,     0.787534537498660E+00 ,     0.389351386142888E+00 , 
   0.61842 ,    -0.179835244346779E+01 ,     0.853127244695156E+00 ,     0.366567622236341E+00 , 
   0.64846 ,    -0.173108861754947E+01 ,     0.918153723035542E+00 ,     0.346173134848505E+00 , 
   0.67849 ,    -0.167081658978895E+01 ,     0.981361895374598E+00 ,     0.327601725666711E+00 , 
   0.70853 ,    -0.161746484367772E+01 ,     0.104144661043059E+01 ,     0.310171400114018E+00 , 
   0.73856 ,    -0.157082005010815E+01 ,     0.109708756697813E+01 ,     0.293109529448239E+00 , 
   0.76860 ,    -0.153055066387273E+01 ,     0.114699049387895E+01 ,     0.275581797162195E+00 , 
   0.79863 ,    -0.149623387768826E+01 ,     0.118993015719860E+01 ,     0.256723962694843E+00 , 
   0.82867 ,    -0.146738473146211E+01 ,     0.122479359384333E+01 ,     0.235675343437655E+00 , 
   0.85870 ,    -0.144348604084965E+01 ,     0.125062185826929E+01 ,     0.211612821979005E+00 , 
   0.88874 ,    -0.142401772783152E+01 ,     0.126664852455729E+01 ,     0.183784135083034E+00 , 
   0.91878 ,    -0.140848411459705E+01 ,     0.127233321746649E+01 ,     0.151539198027642E+00 , 
   0.94881 ,    -0.139643778567906E+01 ,     0.126738855661992E+01 ,     0.114358264685171E+00 , 
   0.97885 ,    -0.138749873450194E+01 ,     0.125179908762774E+01 ,     0.718758200450431E-01 , 
   1.00888 ,    -0.138136768861718E+01 ,     0.122583103862314E+01 ,     0.238992454365856E-01 , 
   1.03892 ,    -0.137783274891577E+01 ,     0.119003207224500E+01 ,    -0.295785170394610E-01 , 
   1.06895 ,    -0.137676877464939E+01 ,     0.114522058958400E+01 ,    -0.883728520951692E-01 , 
   1.09899 ,    -0.137812928752814E+01 ,     0.109246456861618E+01 ,    -0.152108212360685E+00 , 
   1.12902 ,    -0.138193104089858E+01 ,     0.103305036697590E+01 ,    -0.220225747461878E+00 , 
   1.15906 ,    -0.138823178797382E+01 ,     0.968442367363246E+00 ,    -0.291997582368914E+00 , 
   1.18909 ,    -0.139710216837887E+01 ,     0.900234772195429E+00 ,    -0.366547238910897E+00 , 
   1.21913 ,    -0.140859299592590E+01 ,     0.830097241072294E+00 ,    -0.442875444601022E+00 , 
   1.24916 ,    -0.142269955340752E+01 ,     0.759716390132386E+00 ,    -0.519890352198538E+00 , 
   1.27920 ,    -0.143932476393330E+01 ,     0.690735418544540E+00 ,    -0.596441012034122E+00 , 
   1.30923 ,    -0.145824329632670E+01 ,     0.624694279559842E+00 ,    -0.671352805705252E+00 , 
   1.33927 ,    -0.147906876042766E+01 ,     0.562972861202462E+00 ,    -0.743463470881527E+00 , 
   1.36930 ,    -0.150122614644335E+01 ,     0.506739579074537E+00 ,    -0.811658326766018E+00 , 
   1.39934 ,    -0.152393155467106E+01 ,     0.456907610424582E+00 ,    -0.874903349651888E+00 , 
   1.42937 ,    -0.154618104673388E+01 ,     0.414100719575227E+00 ,    -0.932274846585992E+00 , 
   1.45941 ,    -0.156675013085404E+01 ,     0.378630250387942E+00 ,    -0.982984628198244E+00 , 
   1.48944 ,    -0.158420498084903E+01 ,     0.350484407013149E+00 ,    -0.102639978244380E+01 , 
   1.51948 ,    -0.159692599580009E+01 ,     0.329330429425412E+00 ,    -0.106205639017899E+01 , 
   1.54951 ,    -0.160314375372823E+01 ,     0.314529718303700E+00 ,    -0.108966679010253E+01 , 
   1.57955 ,    -0.160098682114439E+01 ,     0.305165400150394E+00 ,    -0.110912028223121E+01 , 
   1.60958 ,    -0.158854027712511E+01 ,     0.300081274697861E+00 ,    -0.112047744258085E+01 , 
   1.63962 ,    -0.156391322367963E+01 ,     0.297930578926180E+00 ,    -0.112395849382441E+01 , 
   1.66966 ,    -0.152531301238205E+01 ,     0.297232560111052E+00 ,    -0.111992642469726E+01 , 
   1.69969 ,    -0.147112344863058E+01 ,     0.296434496053445E+00 ,    -0.110886576331126E+01 , 
   1.72973 ,    -0.139998386546980E+01 ,     0.293976551787018E+00 ,    -0.109135807659913E+01 , 
   1.75976 ,    -0.131086571123417E+01 ,     0.288356731387263E+00 ,    -0.106805538238327E+01 , 
   1.78980 ,    -0.120314318720248E+01 ,     0.278193178072842E+00 ,    -0.103965271723132E+01 , 
   1.81983 ,    -0.107665451507696E+01 ,     0.262281196513397E+00 ,    -0.100686110038902E+01 , 
   1.84987 ,    -0.931750614876667E+00 ,     0.239642612817948E+00 ,    -0.970382072694472E+00 , 
   1.87990 ,    -0.769328330048080E+00 ,     0.209565438736807E+00 ,    -0.930884873403517E+00 , 
   1.90994 ,    -0.590845839130193E+00 ,     0.171632250357029E+00 ,    -0.888987153896076E+00 , 
   1.93997 ,    -0.398318525780594E+00 ,     0.125736206556867E+00 ,    -0.845239924214491E+00 , 
   1.97001 ,    -0.194294318203602E+00 ,     0.720841937019249E-01 ,    -0.800117197076575E+00 , 
   2.00004 ,     0.181916740911607E-01 ,     0.111871632285201E-01 ,    -0.754010546451043E+00 , 
   2.03008 ,     0.235682537626437E+00 ,    -0.561617002980861E-01 ,    -0.707228546662447E+00 , 
   2.06011 ,     0.454383390657729E+00 ,    -0.128919808936114E+00 ,    -0.660000815963607E+00 , 
   2.09015 ,     0.670261286765889E+00 ,    -0.205837355505848E+00 ,    -0.612486167552395E+00 , 
   2.12018 ,     0.879158032401873E+00 ,    -0.285506821687210E+00 ,    -0.564784181799760E+00 , 
   2.15022 ,     0.107691210914500E+01 ,    -0.366417495193438E+00 ,    -0.516949364848500E+00 , 
   2.18025 ,     0.125948537745603E+01 ,    -0.447012511715365E+00 ,    -0.469006957323001E+00 , 
   2.21029 ,     0.142308989374689E+01 ,    -0.525745889460007E+00 ,    -0.420969406669746E+00 , 
   2.24032 ,     0.156431001742488E+01 ,    -0.601137098044670E+00 ,    -0.372852518896944E+00 , 
   2.27036 ,     0.168021503185847E+01 ,    -0.671820893290193E+00 ,    -0.324690358710159E+00 , 
   2.30039 ,     0.176845775666100E+01 ,    -0.736590443274661E+00 ,    -0.276548067132577E+00 , 
   2.33043 ,     0.182735508262707E+01 ,    -0.794432151892081E+00 ,    -0.228531906178185E+00 , 
   2.36046 ,     0.185594700005061E+01 ,    -0.844551032935772E+00 ,    -0.180796012572486E+00 , 
   2.39050 ,     0.185403149207347E+01 ,    -0.886385976193121E+00 ,    -0.133545536972751E+00 , 
   2.42054 ,     0.182217359523730E+01 ,    -0.919614751297084E+00 ,    -0.870360508002612E-01 , 
   2.45057 ,     0.176168795094086E+01 ,    -0.944149088938097E+00 ,    -0.415693085213519E-01 , 
   2.48061 ,     0.167459524042788E+01 ,    -0.960120637420066E+00 ,     0.251435184237358E-02 , 
   2.51064 ,     0.156355396556824E+01 ,    -0.967858992811879E+00 ,     0.448465130049407E-01 , 
   2.54068 ,     0.143177006043535E+01 ,    -0.967863324090545E+00 ,     0.850434856881417E-01 , 
   2.57071 ,     0.128288774820327E+01 ,    -0.960769346270388E+00 ,     0.122720708312039E+00 , 
   2.60075 ,     0.112086585136419E+01 ,    -0.947313525427647E+00 ,     0.157507960536703E+00 , 
   2.63078 ,     0.949844383452038E+00 ,    -0.928296426306482E+00 ,     0.189064587124301E+00 , 
   2.66082 ,     0.774006667530761E+00 ,    -0.904547038133333E+00 ,     0.217093946579787E+00 , 
   2.69085 ,     0.597442419792702E+00 ,    -0.876889745184142E+00 ,     0.241356357567263E+00 , 
   2.72089 ,     0.424017194907633E+00 ,    -0.846115358314927E+00 ,     0.261679910670777E+00 , 
   2.75092 ,     0.257253313174566E+00 ,    -0.812957308990268E+00 ,     0.277968637355798E+00 , 
   2.78096 ,     0.100226888819467E+00 ,    -0.778073748334541E+00 ,     0.290207674279993E+00 , 
