Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
050946.058        2547        5855  0.142E-01  0.337E+00
050958.067        3284       12035  0.138E-01  0.334E+00
051010.060        3722       17174  0.134E-01  0.334E+00
051022.059        4163       22454  0.134E-01  0.333E+00
051034.127        4482       27051  0.130E-01  0.333E+00
051046.059        4938       33202  0.129E-01  0.333E+00
051058.079        5347       41254  0.128E-01  0.333E+00
051110.061        7084       47777  0.120E-01  0.337E+00
051122.066        7676       54871  0.123E-01  0.335E+00
051134.063        8260       63033  0.125E-01  0.334E+00
051146.071        8766       70286  0.125E-01  0.334E+00
051158.064        9321       78540  0.125E-01  0.333E+00
051210.059        9829       85866  0.124E-01  0.333E+00
051222.068       10309       93252  0.124E-01  0.333E+00
051234.061       10865      101545  0.126E-01  0.332E+00
051246.067       11364      108842  0.125E-01  0.332E+00
051258.060       11795      115963  0.126E-01  0.332E+00
051310.068       12316      124348  0.125E-01  0.332E+00
051322.061       12874      132955  0.127E-01  0.332E+00
051334.063       13404      141597  0.128E-01  0.332E+00
051346.064       13821      148785  0.125E-01  0.332E+00
051358.067       14292      156955  0.125E-01  0.332E+00
051410.067       14789      164795  0.123E-01  0.332E+00
051422.097       15293      172565  0.124E-01  0.332E+00
051434.064       15785      180601  0.124E-01  0.332E+00
051446.066       16267      188664  0.124E-01  0.332E+00
051458.075       16823      197059  0.125E-01  0.332E+00
051510.085       17354      205952  0.126E-01  0.332E+00
051522.068       17792      212788  0.127E-01  0.331E+00
051534.066       18291      220928  0.128E-01  0.331E+00
051546.069       18818      229129  0.126E-01  0.331E+00
051558.065       19286      236931  0.125E-01  0.331E+00
051610.059       19836      245402  0.124E-01  0.332E+00
051622.068       20295      253405  0.123E-01  0.332E+00
051634.063       20743      261008  0.124E-01  0.332E+00
051646.089       21265      269592  0.118E-01  0.318E+00
051658.120       21710      276738  0.124E-01  0.332E+00
051710.064       22408      286579  0.118E-01  0.334E+00
051722.090       23983      294906  0.116E-01  0.336E+00
051734.062       24437      301043  0.115E-01  0.335E+00
051746.061       24970      309031  0.118E-01  0.334E+00
051758.061       25511      317156  0.118E-01  0.334E+00
051810.063       26022      324946  0.120E-01  0.333E+00
051822.065       26569      333199  0.122E-01  0.333E+00
051834.119       27985      341541  0.114E-01  0.338E+00
051846.067       28701      350190  0.116E-01  0.336E+00
051858.067       29160      359677  0.117E-01  0.335E+00
051910.062       29762      368641  0.118E-01  0.334E+00
051922.064       30314      376624  0.117E-01  0.334E+00
051934.064       30804      384542  0.119E-01  0.333E+00
051946.064       31312      392342  0.119E-01  0.333E+00
051958.067       31834      400554  0.119E-01  0.333E+00
052010.073       32356      408920  0.120E-01  0.333E+00
052022.066       32860      416928  0.120E-01  0.333E+00
052034.069       33396      424952  0.122E-01  0.332E+00
052046.064       33875      432519  0.122E-01  0.332E+00
052058.060       34315      439721  0.122E-01  0.332E+00
052110.063       34855      448210  0.122E-01  0.332E+00
052122.067       35299      455083  0.123E-01  0.332E+00
052134.067       35806      463282  0.122E-01  0.332E+00
052146.070       36292      472244  0.122E-01  0.332E+00
052158.061       36781      480426  0.123E-01  0.332E+00
052210.060       37254      487961  0.122E-01  0.332E+00
052222.064       37741      495774  0.123E-01  0.332E+00
052234.075       38228      503624  0.121E-01  0.332E+00
