 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
  11.22600 ,     0.121743944583647E+01 ,    -0.324129992480759E+01 ,    -0.286529826297885E+01 ,     0.121743944583647E+01 ,     0.264619877587018E+01 ,    -0.150438569337375E+01 , 
  11.24600 ,     0.240795076305226E+01 ,    -0.249429068231208E+01 ,    -0.348495734155175E+01 ,     0.240795076305226E+01 ,     0.180617771829522E+01 ,    -0.152065464001708E+01 , 
  11.26600 ,     0.335063095520676E+01 ,    -0.151856923078115E+01 ,    -0.386900092459384E+01 ,     0.335063095520676E+01 ,     0.776993074511783E+00 ,    -0.146245696466031E+01 , 
  11.28600 ,     0.399691482956066E+01 ,    -0.396537031848906E+00 ,    -0.397537293538460E+01 ,     0.399691482956066E+01 ,    -0.369020827239054E+00 ,    -0.131794368040284E+01 , 
  11.30600 ,     0.432183444961444E+01 ,     0.777203052028225E+00 ,    -0.378355950863874E+01 ,     0.432183444961444E+01 ,    -0.154994005818912E+01 ,    -0.108176152255435E+01 , 
  11.32600 ,     0.432518127367989E+01 ,     0.190367233812035E+01 ,    -0.329655902213268E+01 ,     0.432518127367989E+01 ,    -0.268067774540993E+01 ,    -0.755978923528487E+00 , 
  11.34600 ,     0.403074608505993E+01 ,     0.288768199743812E+01 ,    -0.254097675258751E+01 ,     0.403074608505993E+01 ,    -0.367967262519069E+01 ,    -0.350402473371694E+00 , 
  11.36600 ,     0.348373277379962E+01 ,     0.364566655282660E+01 ,    -0.156521935253435E+01 ,     0.348373277379962E+01 ,    -0.447529915390351E+01 ,     0.117764689576976E+00 , 
  11.38600 ,     0.274658377866953E+01 ,     0.411254315965605E+01 ,    -0.435919616710702E+00 ,     0.274658377866953E+01 ,    -0.501148035127059E+01 ,     0.624914848416042E+00 , 
  11.40600 ,     0.189357590989008E+01 ,     0.424703788931969E+01 ,     0.767132150648833E+00 ,     0.189357590989008E+01 ,    -0.525204881589600E+01 ,     0.114261340372925E+01 , 
  11.42600 ,     0.100463593606864E+01 ,     0.403504935350089E+01 ,     0.195714968263683E+01 ,     0.100463593606864E+01 ,    -0.518350318365009E+01 ,     0.163964510044743E+01 , 
  11.44600 ,     0.158878859563781E+00 ,     0.349078400096269E+01 ,     0.304711275414686E+01 ,     0.158878859563781E+00 ,    -0.481593835331703E+01 ,     0.208436812261917E+01 , 
  11.46600 ,    -0.571615578117908E+00 ,     0.265558244541545E+01 ,     0.395658533350731E+01 ,    -0.571615578117908E+00 ,    -0.418207726960249E+01 ,     0.244718502963224E+01 , 
  11.48600 ,    -0.112730137616251E+01 ,     0.159454671372392E+01 ,     0.461803843618295E+01 ,    -0.112730137616251E+01 ,    -0.333448755291603E+01 ,     0.270292516540113E+01 , 
  11.50600 ,    -0.146552018493390E+01 ,     0.391258436988273E+00 ,     0.498216469005998E+01 ,    -0.146552018493390E+01 ,    -0.234121489055494E+01 ,     0.283293639839535E+01 , 
  11.52600 ,    -0.156339081557344E+01 ,    -0.858967191726395E+00 ,     0.502175270022605E+01 ,    -0.156339081557344E+01 ,    -0.128019450333695E+01 ,     0.282670486162622E+01 , 
  11.54600 ,    -0.141903819550067E+01 ,    -0.205673011733525E+01 ,     0.473380642705499E+01 ,    -0.141903819550067E+01 ,    -0.232901420771721E+00 ,     0.268285821953644E+01 , 
  11.56600 ,    -0.105110288149696E+01 ,    -0.310646594551899E+01 ,     0.413973831297503E+01 ,    -0.105110288149696E+01 ,     0.722238513303156E+00 ,     0.240945791481770E+01 , 
  11.58600 ,    -0.496611762671160E+00 ,    -0.392399108246424E+01 ,     0.328362288565383E+01 ,    -0.496611762671160E+00 ,     0.151613707255658E+01 ,     0.202354466954550E+01 , 
  11.60600 ,     0.192578992668196E+00 ,    -0.444306272259978E+01 ,     0.222865683298729E+01 ,     0.192578992668196E+00 ,     0.209451847541922E+01 ,     0.154996421954759E+01 , 
  11.62600 ,     0.954446817937212E+00 ,    -0.462043155812466E+01 ,     0.105211873938845E+01 ,     0.954446817937212E+00 ,     0.242213673200929E+01 ,     0.101956143223804E+01 , 
  11.64600 ,     0.172216689982806E+01 ,    -0.443899514481313E+01 ,    -0.160755572461803E+00 ,     0.172216689982806E+01 ,     0.248539730776551E+01 ,     0.466885251634820E+00 , 
  11.66600 ,     0.242972491675791E+01 ,    -0.390882105178149E+01 ,    -0.132347816053064E+01 ,     0.242972491675791E+01 ,     0.229317816439034E+01 ,    -0.724104681011231E-01 , 
  11.68600 ,     0.301731539131028E+01 ,    -0.306598744529426E+01 ,    -0.235504478283266E+01 ,     0.301731539131028E+01 ,     0.187579488928279E+01 ,    -0.564258058118347E+00 , 
  11.70600 ,     0.343609041139453E+01 ,    -0.196936947304289E+01 ,    -0.318615182687491E+01 ,     0.343609041139453E+01 ,     0.128220812107092E+01 ,    -0.978737747451767E+00 , 
  11.72600 ,     0.365188627289961E+01 ,    -0.695667548785941E+00 ,    -0.376439085712116E+01 ,     0.365188627289961E+01 ,     0.575716004667535E+00 ,    -0.129229848044757E+01 , 
  11.74600 ,     0.364764768068247E+01 ,     0.666885546566680E+00 ,    -0.405800534808787E+01 ,     0.364764768068247E+01 ,    -0.171502044735106E+00 ,    -0.148945433849776E+01 , 
  11.76600 ,     0.342438241134475E+01 ,     0.202559945535419E+01 ,    -0.405791665961936E+01 ,     0.342438241134475E+01 ,    -0.884531614584493E+00 ,    -0.156381696929799E+01 , 
  11.78600 ,     0.300060407194732E+01 ,     0.329058785382690E+01 ,    -0.377787277557757E+01 ,     0.300060407194732E+01 ,    -0.149204726839379E+01 ,    -0.151838049306928E+01 , 
  11.80600 ,     0.241034627856064E+01 ,     0.438161675860348E+01 ,    -0.325273128779806E+01 ,     0.241034627856064E+01 ,    -0.193229112254393E+01 ,    -0.136503876567849E+01 , 
  11.82600 ,     0.169994781808357E+01 ,     0.523398486538123E+01 ,    -0.253504412831154E+01 ,     0.169994781808357E+01 ,    -0.215821568769259E+01 ,    -0.112338014617984E+01 , 
  11.84600 ,     0.923905694620367E+00 ,     0.580297273769819E+01 ,    -0.169025239709059E+01 ,     0.923905694620367E+00 ,    -0.214137385068893E+01 ,    -0.818866366520268E+00 , 
  11.86600 ,     0.140163674442089E+00 ,     0.606652681263387E+01 ,    -0.790913396962832E+00 ,     0.140163674442089E+00 ,    -0.187424610331518E+01 ,    -0.480554373161190E+00 , 
  11.88600 ,    -0.594757348870293E+00 ,     0.602599954411103E+01 ,     0.895408759494448E-01 ,    -0.594757348870293E+00 ,    -0.137082712020077E+01 ,    -0.138558532323800E+00 , 
  11.90600 ,    -0.123037677052750E+01 ,     0.570493499703682E+01 ,     0.882980405009505E+00 ,    -0.123037677052750E+01 ,    -0.665439293678159E+00 ,     0.178528013163838E+00 , 
  11.92600 ,    -0.172623932223028E+01 ,     0.514605534662183E+01 ,     0.153216714205163E+01 ,    -0.172623932223028E+01 ,     0.190112445465502E+00 ,     0.446031653957658E+00 , 
  11.94600 ,    -0.205494901354337E+01 ,     0.440675385948258E+01 ,     0.199529239833142E+01 ,    -0.205494901354337E+01 ,     0.113079453676000E+01 ,     0.645211927706489E+00 , 
  11.96600 ,    -0.220402009154547E+01 ,     0.355352140095875E+01 ,     0.224909097582521E+01 ,    -0.220402009154547E+01 ,     0.208364408244909E+01 ,     0.764720620034986E+00 , 
  11.98600 ,    -0.217641771385826E+01 ,     0.265581628976161E+01 ,     0.229028751277046E+01 ,    -0.217641771385826E+01 ,     0.297366834500242E+01 ,     0.801385770560885E+00 , 
  12.00600 ,    -0.198977421539816E+01 ,     0.177992480401804E+01 ,     0.213527648234226E+01 ,    -0.198977421539816E+01 ,     0.372985544411251E+01 ,     0.760259583095453E+00 , 
  12.02600 ,    -0.167437898884520E+01 ,     0.983349196910029E+00 ,     0.181809037494182E+01 ,    -0.167437898884520E+01 ,     0.429080462429322E+01 ,     0.653933920346146E+00 , 
  12.04600 ,    -0.127014168458593E+01 ,     0.310203226093101E+00 ,     0.138685756733966E+01 ,    -0.127014168458593E+01 ,     0.460952272904199E+01 ,     0.501191150031131E+00 , 
  12.06600 ,    -0.822811297133339E+00 ,    -0.212002555071810E+00 ,     0.899079598456932E+00 ,    -0.822811297133339E+00 ,     0.465700890747183E+01 ,     0.325115966593506E+00 , 
  12.08600 ,    -0.379791095445295E+00 ,    -0.573933174929801E+00 ,     0.416156095662537E+00 ,    -0.379791095445295E+00 ,     0.442435524501730E+01 ,     0.150840365293261E+00 , 
  12.10600 ,     0.140831165052044E-01 ,    -0.784256673513536E+00 ,    -0.235386707000478E-02 ,     0.140831165052044E-01 ,     0.392321763649375E+01 ,     0.312512745506550E-02 , 
  12.12600 ,     0.320438056464289E+00 ,    -0.867780911690998E+00 ,    -0.304227592522614E+00 ,     0.320438056464289E+00 ,     0.318464785193564E+01 ,    -0.960057095269771E-01 , 
  12.14600 ,     0.510602883653593E+00 ,    -0.862104255652429E+00 ,    -0.449351890731064E+00 ,     0.510602883653593E+00 ,     0.225641274235302E+01 ,    -0.129366965936183E+00 , 
  12.16600 ,     0.567927709422611E+00 ,    -0.813114984233432E+00 ,    -0.413361615613681E+00 ,     0.567927709422611E+00 ,     0.119904856965367E+01 ,    -0.862651739349147E-01 , 
  12.18600 ,     0.488998164993936E+00 ,    -0.769773593901160E+00 ,    -0.189834897268429E+00 ,     0.488998164993936E+00 ,     0.809974769840392E-01 ,     0.364427901523603E-01 , 
  12.20600 ,     0.283661329987195E+00 ,    -0.778672068087604E+00 ,     0.209134497953343E+00 ,     0.283661329987195E+00 ,    -0.102675878489714E+01 ,     0.233976775297964E+00 , 
  12.22600 ,    -0.261182676348655E-01 ,    -0.878879723003942E+00 ,     0.754023611927125E+00 ,    -0.261182676348655E-01 ,    -0.205612075692856E+01 ,     0.493976318739795E+00 , 
  12.24600 ,    -0.408453758514212E+00 ,    -0.109755542933965E+01 ,     0.140051598579810E+01 ,    -0.408453758514212E+00 ,    -0.294690777441124E+01 ,     0.797526071027327E+00 , 
  12.26600 ,    -0.824574955725442E+00 ,    -0.144673378458879E+01 ,     0.209344239998450E+01 ,    -0.824574955725442E+00 ,    -0.365111096481484E+01 ,     0.112076994808118E+01 , 
  12.28600 ,    -0.123243480049676E+01 ,    -0.192158479467810E+01 ,     0.277167033810130E+01 ,    -0.123243480049676E+01 ,    -0.413603996644642E+01 ,     0.143696862523528E+01 , 
  12.30600 ,    -0.159056208592640E+01 ,    -0.250031251163512E+01 ,     0.337350583907401E+01 ,    -0.159056208592640E+01 ,    -0.438614126253553E+01 ,     0.171881653074053E+01 , 
  12.32600 ,    -0.186182273992842E+01 ,    -0.314570977563020E+01 ,     0.384213022932817E+01 ,    -0.186182273992842E+01 ,    -0.440338291417378E+01 ,     0.194081257290931E+01 , 
  12.34600 ,    -0.201676443480450E+01 ,    -0.380823680140178E+01 ,     0.413059516360614E+01 ,    -0.201676443480450E+01 ,    -0.420622326158034E+01 ,     0.208147529746926E+01 , 
  12.36600 ,    -0.203625934709555E+01 ,    -0.443035393364583E+01 ,     0.420594200752349E+01 ,    -0.203625934709555E+01 ,    -0.382729922839010E+01 ,     0.212520822265048E+01 , 
  12.38600 ,    -0.191322371213727E+01 ,    -0.495172546664197E+01 ,     0.405209178102652E+01 ,    -0.191322371213727E+01 ,    -0.331007321838868E+01 ,     0.206365328330526E+01 , 
  12.40600 ,    -0.165327463941021E+01 ,    -0.531483183099127E+01 ,     0.367126230433338E+01 ,    -0.165327463941021E+01 ,    -0.270475772990719E+01 ,     0.189641665641885E+01 , 
  12.42600 ,    -0.127427727258468E+01 ,    -0.547048856175277E+01 ,     0.308379991302979E+01 ,    -0.127427727258468E+01 ,    -0.206388741199400E+01 ,     0.163110751782497E+01 , 
  12.44600 ,    -0.804830777367407E+00 ,    -0.538277558197660E+01 ,     0.232645250737740E+01 ,    -0.804830777367407E+00 ,    -0.143792572692935E+01 ,     0.128269141246246E+01 , 
  12.46600 ,    -0.281831686420540E+00 ,    -0.503292893816709E+01 ,     0.144924648285311E+01 ,    -0.281831686420540E+00 ,    -0.871277001911947E+00 ,     0.872220426428556E+00 , 
  12.48600 ,     0.252669740193001E+00 ,    -0.442183491885839E+01 ,     0.511250389864316E+00 ,     0.252669740193001E+00 ,    -0.399026741142754E+00 ,     0.425056839973877E+00 , 
  12.50600 ,     0.755046630059192E+00 ,    -0.357088580747481E+01 ,    -0.424397409525393E+00 ,     0.755046630059192E+00 ,    -0.446586158678267E-01 ,    -0.312493963305307E-01 , 
  12.52600 ,     0.118379864686262E+01 ,    -0.252109700125636E+01 ,    -0.129575931452112E+01 ,     0.118379864686262E+01 ,     0.181097254566403E+00 ,    -0.469239994059873E+00 , 
  12.54600 ,     0.150306626295064E+01 ,    -0.133053471338258E+01 ,    -0.204720790429474E+01 ,     0.150306626295064E+01 ,     0.280234554714964E+00 ,    -0.863783181879615E+00 , 
  12.56600 ,     0.168566051874105E+01 ,    -0.702490743056041E-01 ,    -0.263393361968210E+01 ,     0.168566051874105E+01 ,     0.266315004637236E+00 ,    -0.119406890687438E+01 , 
  12.58600 ,     0.171535665102011E+01 ,     0.118096335275400E+01 ,    -0.302546728843138E+01 ,     0.171535665102011E+01 ,     0.162339496224676E+00 ,    -0.144519264194755E+01 , 
  12.60600 ,     0.158826468326826E+01 ,     0.234254188986631E+01 ,    -0.320792419801101E+01 ,     0.158826468326826E+01 ,    -0.211999663203503E-02 ,    -0.160919457091792E+01 , 
  12.62600 ,     0.131316972781936E+01 ,     0.333839753502394E+01 ,    -0.318479125616510E+01 ,     0.131316972781936E+01 ,    -0.194236185871981E+00 ,    -0.168547092817028E+01 , 
  12.64600 ,     0.910822425473020E+00 ,     0.410288692523182E+01 ,    -0.297620798963913E+01 ,     0.910822425473020E+00 ,    -0.381368461841241E+00 ,    -0.168053118460174E+01 , 
  12.66600 ,     0.412248139026028E+00 ,     0.458602885873361E+01 ,    -0.261682421755195E+01 ,     0.412248139026028E+00 ,    -0.534309460818048E+00 ,    -0.160713343202596E+01 , 
  12.68600 ,    -0.143775216284282E+00 ,     0.475752929961838E+01 ,    -0.215244056543755E+01 ,    -0.143775216284282E+00 ,    -0.630043312073057E+00 ,    -0.148288544905313E+01 , 
  12.70600 ,    -0.713853227454817E+00 ,     0.460927883880844E+01 ,    -0.163574181998522E+01 ,    -0.713853227454817E+00 ,    -0.653777048760124E+00 ,    -0.132844562247509E+01 , 
  12.72600 ,    -0.125345901773543E+01 ,     0.415611273245978E+01 ,    -0.112150855568270E+01 ,    -0.125345901773543E+01 ,    -0.600081128879648E+00 ,    -0.116549204303361E+01 , 
  12.74600 ,    -0.172047389221442E+01 ,     0.343476711969610E+01 ,    -0.661733184425559E+00 ,    -0.172047389221442E+01 ,    -0.473062337973024E+00 ,    -0.101464675368851E+01 , 
  12.76600 ,    -0.207849253734965E+01 ,     0.250111366280724E+01 ,    -0.301069407440180E+00 ,    -0.207849253734965E+01 ,    -0.285584320866753E+00 ,    -0.893543784076668E+00 , 
  12.78600 ,    -0.229962449061116E+01 ,     0.142589611719747E+01 ,    -0.730091806549407E-01 ,    -0.229962449061116E+01 ,    -0.576391653379434E-01 ,    -0.815214283973682E+00 , 
  12.80600 ,    -0.236656946832476E+01 ,     0.289314394684212E+00 ,     0.288774390191928E-02 ,    -0.236656946832476E+01 ,     0.185950087121744E+00 ,    -0.786931326840306E+00 , 
  12.82600 ,    -0.227380791809431E+01 ,    -0.825105590327627E+00 ,    -0.775166224863585E-01 ,    -0.227380791809431E+01 ,     0.418258092428568E+00 ,    -0.809613721022344E+00 , 
  12.84600 ,    -0.202782421022402E+01 ,    -0.183686217369626E+01 ,    -0.302842593354636E+00 ,    -0.202782421022402E+01 ,     0.613144370686425E+00 ,    -0.877836465644432E+00 , 
  12.86600 ,    -0.164636161651119E+01 ,    -0.267453963357358E+01 ,    -0.647479292067205E+00 ,    -0.164636161651119E+01 ,     0.748017577213508E+00 ,    -0.980440066881865E+00 , 
  12.88600 ,    -0.115678868352946E+01 ,    -0.328110027389686E+01 ,    -0.107412088775903E+01 ,    -0.115678868352946E+01 ,     0.806212927143911E+00 ,    -0.110167681968251E+01 , 
  12.90600 ,    -0.593729045830375E+00 ,    -0.361799292129510E+01 ,    -0.153731180638238E+01 ,    -0.593729045830375E+00 ,     0.778760374485467E+00 ,    -0.122278421953171E+01 , 
  12.92600 ,     0.383482120540345E-02 ,    -0.366776438851230E+01 ,    -0.198767463302943E+01 ,     0.383482120540345E-02 ,     0.665382500790442E+00 ,    -0.132383814828448E+01 , 
  12.94600 ,     0.595733629583646E+00 ,    -0.343498569714621E+01 ,    -0.237643877468746E+01 ,     0.595733629583646E+00 ,     0.474636212932095E+00 ,    -0.138571463993043E+01 , 
  12.96600 ,     0.114379074562726E+01 ,    -0.294544406352575E+01 ,    -0.265986667388719E+01 ,     0.114379074562726E+01 ,     0.223194123630796E+00 ,    -0.139198086738238E+01 , 
  12.98600 ,     0.161474556825896E+01 ,    -0.224369304625378E+01 ,    -0.280318886448863E+01 ,     0.161474556825896E+01 ,    -0.656577445085140E-01 ,    -0.133054405357277E+01 , 
  13.00600 ,     0.198268419673361E+01 ,    -0.138918500740570E+01 ,    -0.278370767112514E+01 ,     0.198268419673361E+01 ,    -0.364156941264158E+00 ,    -0.119491038183890E+01 , 
  13.02600 ,     0.223078712182025E+01 ,    -0.451321294164654E+00 ,    -0.259280712119246E+01 ,     0.223078712182025E+01 ,    -0.642629849408552E+00 ,    -0.984942373521558E+00 , 
  13.04600 ,     0.235226523981557E+01 ,     0.496162676034194E+00 ,    -0.223670638903236E+01 ,     0.235226523981557E+01 ,    -0.872241368719132E+00 ,    -0.707049179416380E+00 , 
  13.06600 ,     0.235042680460111E+01 ,     0.138101430985858E+01 ,    -0.173590671036385E+01 ,     0.235042680460111E+01 ,    -0.102767082184187E+01 ,    -0.373795538708860E+00 , 
  13.08600 ,     0.223789280196640E+01 ,     0.213801274607472E+01 ,    -0.112339706721987E+01 ,     0.223789280196640E+01 ,    -0.108946559991171E+01 ,    -0.296711082444708E-02 , 
  13.10600 ,     0.203505025197145E+01 ,     0.271381193768063E+01 ,    -0.441791830103182E+00 ,     0.203505025197145E+01 ,    -0.104585659947161E+01 ,     0.383822197255030E+00 , 
  13.12600 ,     0.176789605916004E+01 ,     0.307070776687730E+01 ,     0.260335452114511E+00 ,     0.176789605916004E+01 ,    -0.893871529417252E+00 ,     0.762855654463021E+00 , 
  13.14600 ,     0.146547302449066E+01 ,     0.318905596536120E+01 ,     0.932591573755418E+00 ,     0.146547302449066E+01 ,    -0.639648632660905E+00 ,     0.111021872400050E+01 , 
  13.16600 ,     0.115713056995025E+01 ,     0.306818502182465E+01 ,     0.152700973672702E+01 ,     0.115713056995025E+01 ,    -0.297927970303317E+00 ,     0.140371668113476E+01 , 
  13.18600 ,     0.869853259331442E+00 ,     0.272577586366899E+01 ,     0.200203199926464E+01 ,     0.869853259331442E+00 ,     0.109226798807710E+00 ,     0.162463908595357E+01 , 
  13.20600 ,     0.625889743452832E+00 ,     0.219580692882699E+01 ,     0.232588716156228E+01 ,     0.625889743452832E+00 ,     0.554353207806497E+00 ,     0.175922135552580E+01 , 
  13.22600 ,     0.440884520186170E+00 ,     0.152527860415995E+01 ,     0.247908182975299E+01 ,     0.440884520186170E+00 ,     0.100698052440082E+01 ,     0.179968272656405E+01 , 
  13.24600 ,     0.322667744643934E+00 ,     0.770025399755026E+00 ,     0.245580488098410E+01 ,     0.322667744643934E+00 ,     0.143626461374474E+01 ,     0.174475916887071E+01 , 
  13.26600 ,     0.270798513229573E+00 ,    -0.100098577640299E-01 ,     0.226414412484388E+01 ,     0.270798513229573E+00 ,     0.181362583404136E+01 ,     0.159969558763911E+01 , 
  13.28600 ,     0.276889852642456E+00 ,    -0.755633008054021E+00 ,     0.192511962180369E+01 ,     0.276889852642456E+00 ,     0.211515113657098E+01 ,     0.137570969874994E+01 , 
  13.30600 ,     0.325674902430822E+00 ,    -0.141298272079755E+01 ,     0.147064140504417E+01 ,     0.325674902430822E+00 ,     0.232354581028536E+01 ,     0.108898590417305E+01 , 
  13.32600 ,     0.396709373524211E+00 ,    -0.193747484115944E+01 ,     0.940591163306952E+00 ,     0.396709373524211E+00 ,     0.242946389972226E+01 ,     0.759297233379371E+00 , 
  13.34600 ,     0.466550738781264E+00 ,    -0.229680702975587E+01 ,     0.379299866839506E+00 ,     0.466550738781264E+00 ,     0.243210501428540E+01 ,     0.408383490820092E+00 , 
  13.36600 ,     0.511214311721267E+00 ,    -0.247281445374601E+01 ,    -0.168259688593784E+00 ,     0.511214311721267E+00 ,     0.233903349438591E+01 ,     0.582316448445667E-01 , 
  13.38600 ,     0.508683674113250E+00 ,    -0.246207298658732E+01 ,    -0.660228553457356E+00 ,     0.508683674113250E+00 ,     0.216524736225263E+01 ,    -0.270591144267154E+00 , 
  13.40600 ,     0.441249570401726E+00 ,    -0.227525754486451E+01 ,    -0.106124086650793E+01 ,     0.441249570401726E+00 ,     0.193159260620557E+01 ,    -0.560410720871380E+00 , 
  13.42600 ,     0.297467487580626E+00 ,    -0.193536999340330E+01 ,    -0.134514266252070E+01 ,     0.297467487580626E+00 ,     0.166267695710854E+01 ,    -0.797605945820261E+00 , 
  13.44600 ,     0.735581282988144E-01 ,    -0.147504426423717E+01 ,    -0.149683110874101E+01 ,     0.735581282988144E-01 ,     0.138448118737525E+01 ,    -0.973368029727737E+00 , 
  13.46600 ,    -0.225876186848720E+00 ,    -0.933208156860367E+00 ,    -0.151307785520783E+01 ,    -0.225876186848720E+00 ,     0.112189127464342E+01 ,    -0.108401063242146E+01 , 
  13.48600 ,    -0.587886754858456E+00 ,    -0.351425988458218E+00 ,    -0.140229320950500E+01 ,    -0.587886754858456E+00 ,     0.896379437068447E+00 ,    -0.113082439128948E+01 , 
  13.50600 ,    -0.991968082508090E+00 ,     0.229739344356008E+00 ,    -0.118328256861230E+01 ,    -0.991968082508090E+00 ,     0.724045880033872E+00 ,    -0.111951107324423E+01 , 
  13.52600 ,    -0.141153978048202E+01 ,     0.774022662719534E+00 ,    -0.883134474749013E+00 ,    -0.141153978048202E+01 ,     0.614197804109781E+00 ,    -0.105926957666002E+01 , 
  13.54600 ,    -0.181599947157417E+01 ,     0.125213365278525E+01 ,    -0.534453106990677E+00 ,    -0.181599947157417E+01 ,     0.568591235382964E+00 ,    -0.961635228518510E+00 , 
  13.56600 ,    -0.217317668062508E+01 ,     0.164360563919275E+01 ,    -0.172200734033872E+00 ,    -0.217317668062508E+01 ,     0.581399358287654E+00 ,    -0.839192716230943E+00 , 
  13.58600 ,    -0.245198344017724E+01 ,     0.193769177803602E+01 ,     0.169556614761862E+00 ,    -0.245198344017724E+01 ,     0.639903993283378E+00 ,    -0.704290070217840E+00 , 
  13.60600 ,    -0.262504039271392E+01 ,     0.213327802531189E+01 ,     0.460706170065532E+00 ,    -0.262504039271392E+01 ,     0.725840800272426E+00 ,    -0.567876017527619E+00 , 
  13.62600 ,    -0.267105879722371E+01 ,     0.223787556678536E+01 ,     0.677679569759599E+00 ,    -0.267105879722371E+01 ,     0.817269673986860E+00 ,    -0.438566552568170E+00 , 
  13.64600 ,    -0.257677879115589E+01 ,     0.226583992647854E+01 ,     0.805358549825103E+00 ,    -0.257677879115589E+01 ,     0.890794899594705E+00 ,    -0.322020563835227E+00 , 
  13.66600 ,    -0.233830073070497E+01 ,     0.223603212187749E+01 ,     0.838143088638879E+00 ,    -0.233830073070497E+01 ,     0.923929057572261E+00 ,    -0.220671517809067E+00 , 
  13.68600 ,    -0.196169628559920E+01 ,     0.216918307811213E+01 ,     0.780109411576536E+00 ,    -0.196169628559920E+01 ,     0.897382985581321E+00 ,    -0.133825820815377E+00 , 
  13.70600 ,    -0.146284496888066E+01 ,     0.208524229117714E+01 ,     0.644269322567731E+00 ,    -0.146284496888066E+01 ,     0.797072165203176E+00 ,    -0.581021079150676E-01 , 
  13.72600 ,    -0.866504987112070E+00 ,     0.200098415640200E+01 ,     0.451023266018953E+00 ,    -0.866504987112070E+00 ,     0.615656757974605E+00 ,     0.118471816419451E-01 , 
  13.74600 ,    -0.204689449926581E+00 ,     0.192811172056355E+01 ,     0.225970108185003E+00 ,    -0.204689449926581E+00 ,     0.353475544192462E+00 ,     0.824169221478084E-01 , 
  13.76600 ,     0.485525035266182E+00 ,     0.187204154062821E+01 ,    -0.270926423506605E-02 ,     0.485525035266182E+00 ,     0.187891755388585E-01 ,     0.160035502265349E+00 , 
  13.78600 ,     0.116458509327892E+01 ,     0.183148053330589E+01 ,    -0.207044291456203E+00 ,     0.116458509327892E+01 ,    -0.372689641352029E+00 ,     0.250165503455506E+00 , 
  13.80600 ,     0.179323942987812E+01 ,     0.179882334834686E+01 ,    -0.361983116035064E+00 ,     0.179323942987812E+01 ,    -0.798937803630732E+00 ,     0.356424399269332E+00 , 
  13.82600 ,     0.233529243221953E+01 ,     0.176131486307774E+01 ,    -0.447771148721231E+00 ,     0.233529243221953E+01 ,    -0.123333476782967E+01 ,     0.479916711592356E+00 , 
  13.84600 ,     0.276011874896551E+01 ,     0.170284489691691E+01 ,    -0.451789969250450E+00 ,     0.276011874896551E+01 ,    -0.164679646129787E+01 ,     0.618846270154870E+00 , 
  13.86600 ,     0.304474595844349E+01 ,     0.160617851423478E+01 ,    -0.369700787695226E+00 ,     0.304474595844349E+01 ,    -0.201014384334496E+01 ,     0.768448127684346E+00 , 
  13.88600 ,     0.317534871164140E+01 ,     0.145538129319859E+01 ,    -0.205803517034538E+00 ,     0.317534871164140E+01 ,    -0.229650068585545E+01 ,     0.921247225857441E+00 , 
  13.90600 ,     0.314804628114010E+01 ,     0.123817875752095E+01 ,     0.274043056918425E-01 ,     0.314804628114010E+01 ,    -0.248351432419639E+01 ,     0.106761829750793E+01 , 
  13.92600 ,     0.296895215257524E+01 ,     0.947994605194367E+00 ,     0.310411766737645E+00 ,     0.296895215257524E+01 ,    -0.255521042682823E+01 ,     0.119659189535018E+01 , 
  13.94600 ,     0.265348443426417E+01 ,     0.585442817568054E+00 ,     0.618499296168768E+00 ,     0.265348443426417E+01 ,    -0.250332644847864E+01 ,     0.129682767553390E+01 , 
  13.96600 ,     0.222500447930684E+01 ,     0.159101245388251E+00 ,     0.923988270387624E+00 ,     0.222500447930684E+01 ,    -0.232801514795054E+01 ,     0.135766034002736E+01 , 
  13.98600 ,     0.171290344331727E+01 ,    -0.314536159094617E+00 ,     0.119872429203142E+01 ,     0.171290344331727E+01 ,    -0.203786503908125E+01 ,     0.137011734246004E+01 , 
  14.00600 ,     0.115029834562789E+01 ,    -0.811951251949873E+00 ,     0.141656738301451E+01 ,     0.115029834562789E+01 ,    -0.164924387021204E+01 ,     0.132781103721897E+01 , 
  14.02600 ,     0.571527281783865E+00 ,    -0.130427758162064E+01 ,     0.155566768659375E+01 ,     0.571527281783865E+00 ,    -0.118502892059778E+01 ,     0.122762088499046E+01 , 
  14.04600 ,     0.964564304081645E-02 ,    -0.175962203644081E+01 ,     0.160033048328099E+01 ,     0.964564304081645E-02 ,    -0.672839022157002E+00 ,     0.107010220320094E+01 , 
  14.06600 ,    -0.505879240156588E+00 ,    -0.214582828529555E+01 ,     0.154231652408841E+01 ,    -0.505879240156588E+00 ,    -0.142923401626158E+00 ,     0.859584602673410E+00 , 
  14.08600 ,    -0.951098092894029E+00 ,    -0.243343080343649E+01 ,     0.138147853549117E+01 ,    -0.951098092894029E+00 ,     0.374111613707069E+00 ,     0.603952992696103E+00 , 
  14.10600 ,    -0.130899198993669E+01 ,    -0.259852409356375E+01 ,     0.112569687682427E+01 ,    -0.130899198993669E+01 ,     0.849547250454843E+00 ,     0.314133921237287E+00 , 
