Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.400E+03  0.100E+01
161806.978      123527      515115  0.197E-01  0.102E+01
161818.978      222880      923252  0.188E-01  0.102E+01
161830.978      318104     1316194  0.180E-01  0.102E+01
161842.978      413894     1705904  0.174E-01  0.102E+01
161854.978      509903     2098736  0.176E-01  0.102E+01
161906.978      604682     2486987  0.167E-01  0.102E+01
161918.978      699325     2879796  0.160E-01  0.102E+01
161930.978      793176     3272830  0.166E-01  0.102E+01
161942.978      888516     3666570  0.170E-01  0.102E+01
161954.978      981677     4059401  0.170E-01  0.102E+01
