Q (Ang^-1), RMC, Data
  0.46824702735654544       ,   0.14885821262475069       ,   0.19539202335140921     
  0.49828222786331428       ,   0.14475751996262565       ,   0.14305444253158456     
  0.52831591051600291       ,   0.13976740894631240       ,    9.7776615901893030E-002
  0.55834798382680495       ,   0.13405791666311623       ,    6.0390971503393773E-002
  0.58837835631281710       ,   0.12785553313355275       ,    3.1560321970194496E-002
  0.61840693649631662       ,   0.12143978669495444       ,    1.1767898104051686E-002
  0.64843363290504041       ,   0.11513790716908899       ,    1.3117342786236601E-003
  0.67845835407246424       ,   0.10931768552692660       ,    3.0342448497649733E-004
  0.70848100853808016       ,   0.10437870820190409       ,    8.6711539680351512E-003
  0.73850150484767585       ,   0.10074219851336869       ,    2.6166802975302373E-002
  0.76851975155361374       ,    9.8839745113487920E-002  ,    5.2376819132435463E-002
  0.79853565721510811       ,    9.9101236448675689E-002  ,    8.6736466049617642E-002
  0.82854913039850486       ,   0.10194234967878808       ,   0.12854698023319799     
  0.85856007967755932       ,   0.10775196137458964       ,   0.17699510806062377     
  0.88856841363371564       ,   0.11687985499853290       ,   0.23117445080481572     
  0.91857404085638483       ,   0.12962509639814065       ,   0.29010801926658580     
  0.94857686994322199       ,   0.14622543339543345       ,   0.35277139074579267     
  0.97857680950040704       ,   0.16684804948370566       ,   0.41811586956807562     
   1.0085737681429205       ,   0.19158196542696404       ,   0.48509107737995694     
   1.0385676544948250       ,   0.22043233729296399       ,   0.55266643964514017     
   1.0685583771895408       ,   0.25331684651061132       ,   0.61985108850455284     
   1.0985458448701255       ,   0.29006431853277026       ,   0.68571176732410632     
   1.1285299661895516       ,   0.33041564339462864       ,   0.74938839648102262     
   1.1585106498109856       ,   0.37402700579972009       ,   0.81010704066056904     
   1.1884878044080667       ,   0.42047536632047094       ,   0.86719010246179129     
   1.2184613386651821       ,   0.46926607085118605       ,   0.92006365272689161     
   1.2484311612777486       ,   0.51984240452503849       ,   0.96826189205861435     
   1.2783971809524890       ,   0.57159685071229327       ,    1.0114288179619095     
   1.3083593064077110       ,   0.62388376709261950       ,    1.0493172456508024     
   1.3383174463735845       ,   0.67603315055690250       ,    1.0817853957979717     
   1.3682715095924187       ,   0.72736513199782249       ,    1.1087913177185111     
   1.3982214048189423       ,   0.77720482175201910       ,    1.1303854604042518     
   1.4281670408205815       ,   0.82489711709852120       ,    1.1467017356127265     
   1.4581083263777348       ,   0.86982108500378541       ,    1.1579474364488012     
   1.4880451702840547       ,   0.91140354610222563       ,    1.1643923815718635     
   1.5179774813467213       ,   0.94913150925267775       ,    1.1663576497472499     
   1.5479051683867255       ,   0.98256313914487992       ,    1.1642042527542633     
   1.5778281402391416       ,    1.0113369812899951       ,    1.1583220678260346     
   1.6077463057534089       ,    1.0351792180113499       ,    1.1491193152830543     
   1.6376595737936057       ,    1.0539087842450188       ,    1.1370128245192967     
   1.6675678532387310       ,    1.0674402313965763       ,    1.1224192838588558     
   1.6974710529829773       ,    1.0757842894068643       ,    1.1057476189691113     
   1.7273690819360130       ,    1.0790461397331186       ,    1.0873925924625765     
   1.7572618490232566       ,    1.0774214733353977       ,    1.0677296659664648     
   1.7871492631861565       ,    1.0711904662164553       ,    1.0471111170944991     
   1.8170312333824645       ,    1.0607098589535733       ,    1.0258633590540580     
   1.8469076685865176       ,    1.0464033745023444       ,    1.0042853714704469     
   1.8767784777895129       ,    1.0287507490670551       ,   0.98264811854757628     
   1.9066435699997859       ,    1.0082756829805883       ,   0.96119480574803262     
   1.9365028542430853       ,   0.98553304154472210       ,   0.94014180928258395     
   1.9663562395628538       ,   0.96109564915933599       ,   0.91968010403897182     
   1.9962036350205019       ,   0.93554102361995584       ,   0.89997701501835592     
   2.0260449496956867       ,   0.90943839128445625       ,   0.88117812444470389     
   2.0558800926865892       ,   0.88333630828384779       ,   0.86340918074760287     
   2.0857089731101883       ,   0.85775118872855161       ,   0.84677787563046436     
   2.1155315001025423       ,   0.83315700883243771       ,   0.83137538026369806     
   2.1453475828190620       ,   0.80997641714433211       ,   0.81727755997979656     
   2.1751571304347888       ,   0.78857343691498094       ,   0.80454581729638064     
   2.2049600521446702       ,   0.76924789844091046       ,   0.79322754422149211     
   2.2347562571638382       ,   0.75223168850378996       ,   0.78335619519268629     
   2.2645456547278857       ,   0.73768685229107323       ,   0.77495102033480967     
   2.2943281540931402       ,   0.72570553195746923       ,   0.76801652378432472     
   2.3241036645369446       ,   0.71631167672890106       ,   0.76254173258665447     
   2.3538720953579308       ,   0.70946441352494871       ,   0.75849937730031081     
   2.3836333558762943       ,   0.70506292570981333       ,   0.75584509534706834     
   2.4133873554340757       ,   0.70295265183329425       ,   0.75451677199429767     
   2.4431340033954312       ,   0.70293258695260408       ,   0.75443413156908412     
   2.4728732091469134       ,   0.70476344697582483       ,   0.75549868326854808     
   2.5026048820977431       ,   0.70817644185037676       ,   0.75759411217915884     
   2.5323289316800883       ,   0.71288239651015906       ,   0.76058718750768883     
   2.5620452673493408       ,   0.71858095923337106       ,   0.76432923741124670     
   2.5917537985843864       ,   0.72496964516373363       ,   0.76865821420609237     
   2.6214544348878879       ,   0.73175247771494156       ,   0.77340134626293222     
   2.6511470857865556       ,   0.73864801172719730       ,   0.77837834475812306     
   2.6808316608314255       ,   0.74539654872950512       ,   0.78340510586484935     
   2.7105080695981352       ,   0.75176638550539365       ,   0.78829782312717411     
   2.7401762216871952       ,   0.75755897129001759       ,   0.79287740178000155     
   2.7698360267242714       ,   0.76261288520999815       ,   0.79697404765787749     
   2.7994873943604519       ,   0.76680658285744330       ,   0.80043188891738248     
   2.8291302342725286       ,   0.77005989802280117       ,   0.80311347973463509     
   2.8587644561632715       ,   0.77233432150168702       ,   0.80490403187107240     
   2.8883899697617004       ,   0.77363211252255992       ,   0.80571522273734997     
   2.9180066848233639       ,   0.77399432880727015       ,   0.80548843730078179     
   2.9476145111306113       ,   0.77349788779957251       ,   0.80419731561480334     
   2.9772133584928686       ,   0.77225179355374451       ,   0.80184949741442102     
   3.0068031367469135       ,   0.77039268070751910       ,   0.79848747942963894     
   3.0363837557571509       ,   0.76807983858487694       ,   0.79418852895167047     
   3.0659551254158846       ,   0.76548988467433920       ,   0.78906362773202166     
   3.0955171556435945       ,   0.76281125756866019       ,   0.78325545238490846     
   3.1250697563892094       ,   0.76023869515689280       ,   0.77693542991737075     
   3.1546128376303817       ,   0.75796785480387052       ,   0.77029993862971746     
   3.1841463093737628       ,   0.75619021894127236       ,   0.76356575423814865     
   3.2136700816552772       ,   0.75508841254517023       ,   0.75696486756905679     
   3.2431840645403929       ,   0.75483203909023888       ,   0.75073882256917812     
   3.2726881681244007       ,   0.75557411951427689       ,   0.74513274082452252     
   3.3021823025326840       ,   0.75744819529573160       ,   0.74038921062022445     
   3.3316663779209930       ,   0.76056613274600104       ,   0.73674222434287495     
   3.3611403044757231       ,   0.76501664183284401       ,   0.73441134748742143     
   3.3906039924141802       ,   0.77086450002353735       ,   0.73359629567146933     
   3.4200573519848620       ,   0.77815045044342723       ,   0.73447208309982848     
   3.4495002934677279       ,   0.78689172468013380       ,   0.73718488730111398     
   3.4789327271744730       ,   0.79708312431912320       ,   0.74184875132065320     
   3.5083545634487980       ,   0.80869858215479762       ,   0.74854321672554114     
   3.5377657126666877       ,   0.82169311424607061       ,   0.75731194973519322     
   3.5671660852366802       ,   0.83600506771809968       ,   0.76816238962606753     
   3.5965555916001430       ,   0.85155856647272254       ,   0.78106641444089941     
   3.6259341422315434       ,   0.86826605766301734       ,   0.79596198516222894     
