Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.400E+03  0.100E+01
165440.802      105108      404203  0.187E-01  0.102E+01
165452.802      202714      778502  0.188E-01  0.102E+01
165504.802      295627     1137657  0.183E-01  0.102E+01
165516.802      388235     1495946  0.178E-01  0.102E+01
165528.802      484695     1868178  0.175E-01  0.102E+01
165540.802      573150     2214459  0.183E-01  0.102E+01
165552.802      667310     2576621  0.186E-01  0.102E+01
165604.802      763962     2955310  0.181E-01  0.102E+01
165616.802      863571     3339742  0.179E-01  0.102E+01
165628.802      960706     3719075  0.188E-01  0.102E+01
