Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
152600.175        6791       24192  0.445E+01  0.804E+00
152612.192       11660       46597  0.381E+01  0.794E+00
152624.170       17044       75841  0.329E+01  0.782E+00
152636.186       21092      100189  0.300E+01  0.773E+00
152648.172       25445      128450  0.273E+01  0.762E+00
152700.169       29808      159034  0.251E+01  0.752E+00
152712.188       33243      184566  0.236E+01  0.744E+00
152724.175       36177      207233  0.225E+01  0.738E+00
152736.180       39070      229619  0.214E+01  0.732E+00
152748.169       42744      260818  0.202E+01  0.724E+00
152800.169       46523      292483  0.190E+01  0.715E+00
152812.172       49931      321303  0.181E+01  0.708E+00
152824.177       53114      348418  0.173E+01  0.702E+00
152836.177       55593      371285  0.167E+01  0.697E+00
152848.176       58451      397144  0.160E+01  0.691E+00
152900.184       60968      420106  0.154E+01  0.687E+00
152912.172       64246      450245  0.147E+01  0.680E+00
152924.170       67483      480627  0.141E+01  0.674E+00
152936.172       70508      511598  0.135E+01  0.669E+00
152948.170       73736      542592  0.129E+01  0.663E+00
153000.170       76911      573835  0.124E+01  0.658E+00
153012.170       79937      604496  0.119E+01  0.652E+00
153024.170       82993      634987  0.114E+01  0.647E+00
153036.171       85944      665486  0.110E+01  0.643E+00
153048.172       88992      696913  0.106E+01  0.638E+00
153100.170       91917      728448  0.102E+01  0.633E+00
153112.172       94212      754553  0.990E+00  0.630E+00
153124.178       96125      777976  0.967E+00  0.627E+00
153136.178       98685      800810  0.947E+00  0.624E+00
153148.175      100777      823193  0.922E+00  0.621E+00
153200.172      102634      846113  0.903E+00  0.618E+00
153212.180      104620      869022  0.881E+00  0.616E+00
153224.170      107267      898745  0.852E+00  0.612E+00
153236.178      109697      926766  0.826E+00  0.609E+00
153248.175      112091      954856  0.802E+00  0.606E+00
153300.174      114407      981695  0.782E+00  0.602E+00
153312.171      116920     1012701  0.759E+00  0.599E+00
153324.178      119932     1043083  0.746E+00  0.598E+00
153336.170      122265     1068428  0.731E+00  0.596E+00
153348.173      124275     1091824  0.713E+00  0.594E+00
153400.194      126187     1114476  0.697E+00  0.592E+00
153412.175      128199     1139003  0.681E+00  0.589E+00
153424.177      130038     1162245  0.667E+00  0.587E+00
153436.175      131730     1185409  0.653E+00  0.585E+00
153448.181      133784     1208334  0.645E+00  0.584E+00
153500.176      135553     1231321  0.633E+00  0.582E+00
153512.174      137369     1254675  0.620E+00  0.580E+00
153524.181      139044     1277926  0.608E+00  0.578E+00
153536.175      141620     1308016  0.598E+00  0.576E+00
153548.170      143972     1338512  0.582E+00  0.573E+00
