Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
175757.033        1638       23404  0.232E+00  0.483E+00
175809.032        2729       46690  0.232E+00  0.483E+00
175821.029        3629       74998  0.231E+00  0.483E+00
175833.030        5562      105410  0.233E+00  0.484E+00
175845.029        7026      135856  0.232E+00  0.484E+00
175857.029        8153      167426  0.230E+00  0.483E+00
175909.037        8968      194008  0.229E+00  0.482E+00
175921.038        9606      216039  0.229E+00  0.482E+00
175933.033       10808      239094  0.230E+00  0.482E+00
175945.039       11963      261596  0.230E+00  0.483E+00
175957.031       13792      290343  0.231E+00  0.483E+00
180009.033       14702      312609  0.230E+00  0.482E+00
180021.039       15566      336786  0.229E+00  0.482E+00
180033.032       16956      365518  0.229E+00  0.482E+00
180045.032       18267      391903  0.230E+00  0.482E+00
180057.037       19186      415017  0.228E+00  0.481E+00
180109.037       19979      437575  0.227E+00  0.481E+00
180121.039       20862      463644  0.226E+00  0.480E+00
180133.030       21776      493885  0.226E+00  0.479E+00
180145.030       22651      523708  0.225E+00  0.479E+00
180157.037       23377      548292  0.224E+00  0.478E+00
180209.035       23974      570938  0.224E+00  0.478E+00
180221.040       25052      599828  0.224E+00  0.478E+00
180233.031       25926      628725  0.223E+00  0.478E+00
180245.031       26711      657750  0.222E+00  0.477E+00
180257.032       27477      688026  0.221E+00  0.477E+00
180309.031       28552      710189  0.222E+00  0.478E+00
180321.029       29897      741758  0.222E+00  0.478E+00
180333.029       31186      773193  0.222E+00  0.477E+00
180345.029       32164      802914  0.221E+00  0.477E+00
180357.034       32924      829354  0.221E+00  0.476E+00
180409.034       34558      853055  0.223E+00  0.478E+00
180421.031       35614      883984  0.221E+00  0.477E+00
180433.031       37551      915125  0.222E+00  0.477E+00
180445.033       38523      942906  0.221E+00  0.477E+00
180457.033       39549      973849  0.220E+00  0.476E+00
180509.031       40351      999920  0.219E+00  0.476E+00
180521.032       41079     1025397  0.218E+00  0.475E+00
180533.028       41959     1057170  0.217E+00  0.475E+00
180545.034       42763     1088215  0.217E+00  0.474E+00
180557.030       44092     1119110  0.217E+00  0.474E+00
180609.036       45493     1148304  0.218E+00  0.475E+00
180621.036       46306     1171968  0.217E+00  0.474E+00
180633.036       46993     1195619  0.216E+00  0.474E+00
180645.032       47640     1219196  0.215E+00  0.473E+00
180657.033       48243     1242750  0.215E+00  0.473E+00
180709.036       48874     1265738  0.214E+00  0.473E+00
180721.038       49560     1294255  0.214E+00  0.472E+00
180733.034       50091     1316484  0.213E+00  0.472E+00
180745.037       50905     1339885  0.214E+00  0.473E+00
180757.032       52646     1363682  0.216E+00  0.474E+00
